,lr,max_depth,gamma,lambda,alpha,subsample_f,colsample_f,ACC,LogLoss,ACC_SPH_9,ACC_BH_n4_M8,ACC_BH_n2_M10,ACC_BH_n4_M10,ACC_BH_n6_M10,ACC_BH_n4_M12,n_trees,Training time,Time,ACC_train,ACC_val,Loss_train,Loss_val
246,0.01,1,0.1,1.0,0.0,0.5,0.75,0.45590277777777777,1.3738872884588689,0.8667277879646608,0.5520267446719599,0.3039019509754877,0.10857763300760044,0.22542146553163078,0.6762905360688286,10000.0,0:02:25.498648,14834145.054085804,0.4917,0.4917,1.2957265941249363,1.3092138733981797
247,0.01,1,0.1,1.0,0.0,0.5,1.0,0.45681944444444444,1.373373771468175,0.8664232971044553,0.5523975733399817,0.3049787340505379,0.11031938972252493,0.22864509689761292,0.6748809623256202,10000.0,0:02:22.196581,14834287.32394479,0.4916833333333333,0.4916833333333333,1.2947115019641204,1.3085168757604229
248,0.01,1,0.1,1.0,0.0,0.75,0.25,0.4503333333333333,1.3844907004419014,0.8639433097123802,0.5417047057847124,0.30075440067057835,0.10114233302759944,0.22369407648087977,0.6689941812136326,10000.0,0:02:27.014515,14834434.413050964,0.4858,0.4858,1.3071551883331431,1.3191276158271874
249,0.01,1,0.1,1.0,0.0,0.75,0.5,0.45152777777777775,1.383141199784117,0.8657016149276211,0.5401934623082054,0.30005813470641973,0.10428119273696485,0.22805845511482253,0.6722060656418779,10000.0,0:02:26.001716,14834580.489326157,0.48738333333333334,0.48738333333333334,1.304436566026077,1.3171307038639466
250,0.01,1,0.1,1.0,0.0,0.75,0.75,0.4536527777777778,1.3804065570257997,0.8676912796525226,0.5480287337119947,0.3050847457627119,0.10357500835282325,0.22644022644022643,0.6714855433698903,10000.0,0:02:26.264707,14834726.828646127,0.4877666666666667,0.4877666666666667,1.3033112346964422,1.3164113875498684
251,0.01,1,0.1,1.0,0.0,0.75,1.0,0.45166666666666666,1.3803129008539816,0.8666444684924665,0.5451731637945457,0.3003083076410299,0.1034425272984913,0.221676107964012,0.67209708253678,10000.0,0:02:22.244746,14834869.146087548,0.48806666666666665,0.48806666666666665,1.3026462041481874,1.315946215149222
252,0.01,1,0.1,1.0,0.0,1.0,0.25,0.4471805555555556,1.3921792300497022,0.8665553235908142,0.5381727158948686,0.3015688553166764,0.09544738369682394,0.21730045967404932,0.6672236611245718,10000.0,0:02:25.985602,14835015.206696602,0.48236666666666667,0.48236666666666667,1.3158506417997045,1.3270285042009524
253,0.01,1,0.1,1.0,0.0,1.0,0.5,0.44675,1.3939271196445135,0.8671398747390396,0.5345675923609373,0.30223695111847554,0.09588583827088375,0.21462559479088406,0.6668888518580237,10000.0,0:02:25.428101,14835160.709836684,0.48225,0.48225,1.3153811582417818,1.326775816640351
254,0.01,1,0.1,1.0,0.0,1.0,0.75,0.44772222222222224,1.3927884701822675,0.8636173942074952,0.5391232423490488,0.30295956648603584,0.09569937369519833,0.21734412820298807,0.6668058106528636,10000.0,0:02:26.283157,14835307.066949598,0.4822666666666667,0.4822666666666667,1.3153413447987745,1.32673576623874
255,0.01,1,0.1,1.0,0.0,1.0,1.0,0.44683333333333336,1.3935933891137489,0.8644945697577276,0.5363719690025831,0.3029399585921325,0.09422771698270821,0.2165583874729302,0.6680303915838691,10000.0,0:02:20.493935,14835447.6333643,0.4825333333333333,0.4825333333333333,1.315354147558799,1.326800325621437
256,0.01,1,0.1,1.0,0.1,0.25,0.25,0.45529166666666665,1.3722184373784636,0.8673829108611717,0.5556390349778779,0.30186644545831604,0.10588821526451292,0.228186804055177,0.67888452867997,10000.0,0:02:27.021058,14835594.728928927,0.4917,0.4917,1.2931669544056756,1.3049850166439751
257,0.01,1,0.1,1.0,0.1,0.25,0.5,0.4590416666666667,1.3649720613353429,0.8653095139177399,0.5577805590321235,0.3067646815891633,0.10980097006188326,0.23083994985374007,0.6830962343096234,10000.0,0:02:26.950758,14835741.751812108,0.49483333333333335,0.49483333333333335,1.2876052846760222,1.3005599429969055
258,0.01,1,0.1,1.0,0.1,0.25,0.75,0.4582361111111111,1.3657719727046032,0.8641427255214005,0.5553154351259247,0.3052078117175764,0.11176862810468412,0.23391037853060548,0.6823912498956333,10000.0,0:02:26.684317,14835888.50906724,0.4955,0.4955,1.2852694925042505,1.2988110645823956
259,0.01,1,0.1,1.0,0.1,0.25,1.0,0.4601388888888889,1.3628084967515246,0.8669552909832653,0.5580972830126353,0.3016453382084095,0.11197329995828119,0.23950699533644237,0.684299333502067,10000.0,0:02:22.094840,14836030.67859278,0.4957,0.4957,1.2836908022602327,1.2977575082150288
260,0.01,1,0.1,1.0,0.1,0.5,0.25,0.4532361111111111,1.3778159895508335,0.8650444315256208,0.5463063666025265,0.3046496069576852,0.1039307128580946,0.22636795202798368,0.6713205351948808,10000.0,0:02:26.536904,14836177.288572663,0.4884833333333333,0.4884833333333333,1.301585192860761,1.31339773836199
261,0.01,1,0.1,1.0,0.1,0.5,0.5,0.45568055555555553,1.3745221813998532,0.8652962313027492,0.5513396571808953,0.3065978866794242,0.10804061927750958,0.22802037238039577,0.6758850478967097,10000.0,0:02:25.411293,14836322.77304282,0.49095,0.49095,1.2975748066052017,1.3104610907287182
262,0.01,1,0.1,1.0,0.1,0.5,0.75,0.45656944444444447,1.3722286219008355,0.866870002473003,0.5484407484407484,0.30654314805541644,0.10525875062803551,0.22667338540354415,0.6770165653874969,10000.0,0:02:25.645778,14836468.49322668,0.4918166666666667,0.4918166666666667,1.295855632762738,1.3092947672026025
263,0.01,1,0.1,1.0,0.1,0.5,1.0,0.4567361111111111,1.3723085563076234,0.8644462947543714,0.5525288597292584,0.3030758943497158,0.10999581764951903,0.23064099358172876,0.6766392420842683,10000.0,0:02:21.270653,14836609.838847073,0.4914833333333333,0.4914833333333333,1.2948370172918038,1.308574480214363
264,0.01,1,0.1,1.0,0.1,0.75,0.25,0.45008333333333334,1.3844443446221675,0.8630636604774535,0.5423771313941825,0.3025464324733171,0.1016398901190377,0.22202826267664172,0.6660847880299252,10000.0,0:02:25.416065,14836755.327261455,0.4858166666666667,0.4858166666666667,1.3072476886809454,1.3191600828097823
265,0.01,1,0.1,1.0,0.1,0.75,0.5,0.4528333333333333,1.3801543545523411,0.8649298929727038,0.5502790968924436,0.30335570469798656,0.09953434225844005,0.22585215434619552,0.6709725810484207,10000.0,0:02:24.995692,14836900.396657424,0.48715,0.48715,1.304520949976189,1.3171614551217192
266,0.01,1,0.1,1.0,0.1,0.75,0.75,0.4522638888888889,1.3810424045912442,0.8640325392213829,0.5440638510143,0.3028557114228457,0.10433333333333333,0.22517774989544123,0.6702517925629481,10000.0,0:02:25.436408,14837045.905636098,0.48783333333333334,0.48783333333333334,1.303398246907405,1.3164585181564197
267,0.01,1,0.1,1.0,0.1,0.75,1.0,0.452625,1.379788676342117,0.866439494680851,0.5477202633991831,0.2999001165307142,0.10425868822401867,0.22604852830817976,0.6709569577935646,10000.0,0:02:20.741577,14837186.722311893,0.48838333333333334,0.48838333333333334,1.302740577550699,1.3160170207444268
268,0.01,1,0.1,1.0,0.1,1.0,0.25,0.44863888888888886,1.3900274076027568,0.867195325542571,0.5377507699991676,0.3018538531881287,0.0960026760327814,0.21920093418967387,0.6687723381265065,10000.0,0:02:25.117396,14837331.913150238,0.4824333333333333,0.4824333333333333,1.3159136228877255,1.3270527154833802
269,0.01,1,0.1,1.0,0.1,1.0,0.5,0.4498611111111111,1.3907372741663784,0.8668165917041479,0.54211140760507,0.3019213174748399,0.09829663481512256,0.217325356029325,0.6698683447876128,10000.0,0:02:24.226425,14837476.214338614,0.4822666666666667,0.4822666666666667,1.3154458567209533,1.3267891820043118
270,0.01,1,0.1,1.0,0.1,1.0,0.75,0.44808333333333333,1.3912116960132486,0.8674568066104665,0.5382365231926453,0.30437332439678283,0.09337324353537874,0.21824077153308946,0.6671640553759429,10000.0,0:02:24.819946,14837621.108967096,0.48213333333333336,0.48213333333333336,1.3154077558600257,1.326767163527198
271,0.01,1,0.1,1.0,0.1,1.0,1.0,0.4487083333333333,1.3915344215081615,0.86926682289923,0.5406190357646669,0.3012664597836115,0.09352398370604373,0.22105263157894736,0.665866379667191,10000.0,0:02:18.525518,14837759.709830936,0.4826,0.4826,1.3154198701968038,1.3268294095525828
272,0.01,1,0.1,1.0,1.0,0.25,0.25,0.45629166666666665,1.3715842634643063,0.8666054892800534,0.5550854488136718,0.3018348623853211,0.10380421210355448,0.2334056037358239,0.6777833500501504,10000.0,0:02:25.346101,14837905.131215353,0.491,0.491,1.2950389560178426,1.306221047572714
273,0.01,1,0.1,1.0,1.0,0.25,0.5,0.4581388888888889,1.3652999980986633,0.8653237889129349,0.5546959487563431,0.30174563591022446,0.10882082950847033,0.23336950171104248,0.6843204410659093,10000.0,0:02:25.633419,14838050.839733545,0.49378333333333335,0.49378333333333335,1.2894036778003366,1.3016634182228397
274,0.01,1,0.1,1.0,1.0,0.25,0.75,0.45920833333333333,1.3647251412944779,0.8647117627457515,0.5598597428619135,0.3052605168520532,0.11232423490488007,0.23009441056061491,0.684469255124146,10000.0,0:02:26.113133,14838197.02803616,0.49415,0.49415,1.2870483634226033,1.2999750073251521
275,0.01,1,0.1,1.0,1.0,0.25,1.0,0.45981944444444445,1.3626888992191968,0.8655721310109176,0.5568087576712556,0.3054101221640489,0.11370091896407686,0.2330745471241339,0.6838057018643926,10000.0,0:02:20.413447,14838337.5160424,0.4946333333333333,0.4946333333333333,1.2854826722334143,1.2988124911307823
276,0.01,1,0.1,1.0,1.0,0.5,0.25,0.45195833333333335,1.3803021897342118,0.863360239660481,0.5503260324360475,0.30039130796769625,0.10288509368263969,0.22829796088223053,0.6696555769714237,10000.0,0:02:24.912674,14838482.503742253,0.48795,0.48795,1.3027266194579328,1.3141360438284464
277,0.01,1,0.1,1.0,1.0,0.5,0.5,0.45444444444444443,1.3764638719931077,0.8652446675031368,0.5491536729759026,0.30279348187562355,0.10633144002672903,0.2268178785857238,0.6762023217247097,10000.0,0:02:26.100774,14838628.678165656,0.4904,0.4904,1.2987108618081857,1.3111256768744335
278,0.01,1,0.1,1.0,1.0,0.5,0.75,0.4543888888888889,1.3760614716223327,0.8648059676473053,0.5542729009218503,0.30558096980786825,0.10522799398697177,0.22930991632839035,0.6707357859531773,10000.0,0:02:24.843345,14838773.59718818,0.4908166666666667,0.4908166666666667,1.296990786089787,1.309989513787829
279,0.01,1,0.1,1.0,1.0,0.5,1.0,0.455,1.374520673242838,0.8654779842625147,0.5516722408026756,0.3060884070058382,0.1086522462562396,0.22547876769358868,0.6740930925956601,10000.0,0:02:21.832126,14838915.50443312,0.49095,0.49095,1.2959962469109858,1.3092493535340246
280,0.01,1,0.1,1.0,1.0,0.75,0.25,0.4495,1.3858490761092126,0.8647674905739422,0.5448867421718854,0.2976979132162968,0.10118100343412346,0.22224991691591892,0.6681659170414792,10000.0,0:02:26.446068,14839062.02457742,0.48546666666666666,0.48546666666666666,1.30806246671288,1.3196218399148332
281,0.01,1,0.1,1.0,1.0,0.75,0.5,0.45231944444444444,1.3803996255676014,0.8668939142001996,0.5401065069063072,0.30153307782036326,0.10184489523332499,0.22714333556597455,0.6731232853936321,10000.0,0:02:26.599542,14839208.697839255,0.48723333333333335,0.48723333333333335,1.3053426476081669,1.317651795618236
282,0.01,1,0.1,1.0,1.0,0.75,0.75,0.4514166666666667,1.3833653489693567,0.8655469206985877,0.5412675939035563,0.30135045015005,0.10468000661485034,0.22553369610715782,0.6730047535651739,10000.0,0:02:26.315817,14839355.0889799,0.48745,0.48745,1.3042008743328517,1.3169351954972373
283,0.01,1,0.1,1.0,1.0,0.75,1.0,0.45084722222222223,1.3809935794452288,0.8657411256131017,0.5425273898134984,0.2983123759099934,0.1035515262413707,0.22507122507122507,0.6703149803659454,10000.0,0:02:21.881128,14839497.045622792,0.48785,0.48785,1.3035328807703035,1.3165008946530934
284,0.01,1,0.1,1.0,1.0,1.0,0.25,0.4476527777777778,1.3924829897678177,0.8658333333333333,0.5354421994037761,0.30277986476333585,0.09291219839142091,0.2184494438404282,0.666030534351145,10000.0,0:02:25.128662,14839642.249606332,0.48205,0.48205,1.3165023460735383,1.3274202423133474
285,0.01,1,0.1,1.0,1.0,1.0,0.5,0.4479722222222222,1.3916079101770953,0.864669764354464,0.5391571262651402,0.3039207525181054,0.0952977532782093,0.2153026392473566,0.6687400184920568,10000.0,0:02:25.214669,14839787.539753152,0.4817666666666667,0.4817666666666667,1.3160335275488402,1.3271398055862325
286,0.01,1,0.1,1.0,1.0,1.0,0.75,0.4482777777777778,1.3904869593315645,0.86725,0.543728135932034,0.30374143978620344,0.09545983701979045,0.2160854330051727,0.6633910726182545,10000.0,0:02:25.296457,14839932.911478378,0.48195,0.48195,1.3159935899023025,1.3271014837934636
287,0.01,1,0.1,1.0,1.0,1.0,1.0,0.44706944444444446,1.3910088558597822,0.8664106203556817,0.5369894789164112,0.3006140059741122,0.09528585757271815,0.2156286721504113,0.6652803194144069,10000.0,0:02:20.913510,14840073.898284286,0.48195,0.48195,1.316008730673593,1.3271701782002217
288,0.01,1,1.0,0.0,0.0,0.25,0.25,0.4570972222222222,1.3685130856656489,0.8687323005164085,0.5546679980029955,0.30149625935162094,0.10385287509361738,0.23392886959425613,0.6809472010710401,10000.0,0:02:25.196298,14840219.170429332,0.49266666666666664,0.49266666666666664,1.2923706505423558,1.3047947443489296
289,0.01,1,1.0,0.0,0.0,0.25,0.5,0.45794444444444443,1.3680732530889907,0.8624653855836201,0.5553336661674155,0.30381221907774264,0.11062130915744822,0.23484848484848486,0.6840046604527297,10000.0,0:02:25.530392,14840364.77590342,0.4950333333333333,0.4950333333333333,1.2868378754162622,1.300481132422962
290,0.01,1,1.0,0.0,0.0,0.25,0.75,0.45855555555555555,1.366314404680914,0.8660026782725142,0.5532021347565044,0.3043949628888333,0.11238302139037433,0.2331649134432204,0.6838210841370136,10000.0,0:02:25.897665,14840510.747835854,0.49606666666666666,0.49606666666666666,1.2845004540873857,1.298741617578625
291,0.01,1,1.0,0.0,0.0,0.25,1.0,0.4600972222222222,1.3637658148954441,0.8665277198832847,0.5558784456991033,0.302308140988251,0.11367063159658235,0.23502956608644957,0.6850603412401165,10000.0,0:02:20.877270,14840651.700817132,0.49611666666666665,0.49611666666666665,1.2829662678412739,1.2977503324755624
292,0.01,1,1.0,0.0,0.0,0.5,0.25,0.45306944444444447,1.3782775890333858,0.8646622803364704,0.5474476987447698,0.30570595585172844,0.10336197547342955,0.22392663609837432,0.6720305242203053,10000.0,0:02:25.764362,14840797.540544137,0.48878333333333335,0.48878333333333335,1.3010874243144848,1.3132217066378022
293,0.01,1,1.0,0.0,0.0,0.5,0.5,0.45625,1.3753697436056431,0.8669488711819389,0.5467816854678168,0.30654811367791257,0.10775971016934872,0.2297872340425532,0.673800799467022,10000.0,0:02:25.719282,14840943.333142484,0.49091666666666667,0.49091666666666667,1.2970686321909441,1.3103233496627718
294,0.01,1,1.0,0.0,0.0,0.5,0.75,0.4551527777777778,1.3747353185041218,0.8654551517172391,0.5508807079055013,0.3029087261785356,0.10557752166232018,0.22873876103274768,0.6752966558791802,10000.0,0:02:26.814373,14841090.220732505,0.49166666666666664,0.49166666666666664,1.2953410228712408,1.3091529451376862
295,0.01,1,1.0,0.0,0.0,0.5,1.0,0.456,1.3743811663317171,0.8614833929909265,0.5531844224860915,0.30509181969949917,0.11049908195626773,0.22793994995829858,0.6762008005336891,10000.0,0:02:21.315381,14841231.609893816,0.4919,0.4919,1.2943286362147948,1.308411733442038
296,0.01,1,1.0,0.0,0.0,0.75,0.25,0.4509722222222222,1.3837614737230683,0.8632024570432473,0.5438654902613618,0.29933852465879596,0.10022438294689603,0.22279011311269376,0.6731792484203525,10000.0,0:02:27.198343,14841378.883005356,0.48591666666666666,0.48591666666666666,1.3069136688381588,1.3190270661934693
297,0.01,1,1.0,0.0,0.0,0.75,0.5,0.451625,1.3829058923942559,0.8661737830204352,0.5468017414601474,0.29881902860944776,0.10053218027606851,0.22704187827824493,0.671573137074517,10000.0,0:02:25.715215,14841524.67391802,0.48751666666666665,0.48751666666666665,1.3041861458848367,1.317043769750537
298,0.01,1,1.0,0.0,0.0,0.75,0.75,0.454,1.3805648312765433,0.8647322913202528,0.5463123913583313,0.30612244897959184,0.10229856024248547,0.2256744341434895,0.6725656364240612,10000.0,0:02:24.163053,14841668.912691437,0.48773333333333335,0.48773333333333335,1.3030512461540027,1.3163133586967468
299,0.01,1,1.0,0.0,0.0,0.75,1.0,0.45205555555555554,1.3812416186175662,0.8668171557562077,0.5451807228915663,0.3012419771609569,0.10358632193494578,0.226775956284153,0.6711861587090334,10000.0,0:02:20.540206,14841809.528363287,0.48828333333333335,0.48828333333333335,1.302390277826898,1.3159008470394442
300,0.01,1,1.0,0.0,0.0,1.0,0.25,0.4476805555555556,1.3920174601557025,0.8662601286442235,0.5375125041680561,0.2995341873232407,0.09728788255785022,0.21934513865686603,0.6689200467367719,10000.0,0:02:24.700575,14841954.302547624,0.48235,0.48235,1.3157118266860672,1.326981151745603
301,0.01,1,1.0,0.0,0.0,1.0,0.5,0.44680555555555557,1.3924587698052528,0.8677222082600319,0.5401819243928899,0.30181271405897586,0.09710013965333114,0.2150295759393485,0.6673091427134836,10000.0,0:02:24.395699,14842098.773830645,0.48255,0.48255,1.3152395903226841,1.3267200900971785
302,0.01,1,1.0,0.0,0.0,1.0,0.75,0.44779166666666664,1.3914846303650812,0.8643053130456473,0.539021329987453,0.3055555555555556,0.09351017684351018,0.21696071904127828,0.665063836842978,10000.0,0:02:23.012354,14842241.861999212,0.48233333333333334,0.48233333333333334,1.315198976097089,1.3266859572375607
303,0.01,1,1.0,0.0,0.0,1.0,1.0,0.447875,1.3914983065746123,0.8687097044293729,0.5380702193311651,0.30074309092427154,0.09442453537794816,0.22056755191528088,0.6680829792551862,10000.0,0:02:19.277653,14842381.215305392,0.4826,0.4826,1.3152150889155338,1.3267554335271319
304,0.01,1,1.0,0.0,0.1,0.25,0.25,0.459625,1.3675569748065577,0.8675419644341034,0.5603183815604013,0.3008481623149842,0.10644514944064118,0.23349354920313686,0.6836904168742733,10000.0,0:02:22.458256,14842523.748015886,0.49206666666666665,0.49206666666666665,1.2925309749383034,1.304857083553914
305,0.01,1,1.0,0.0,0.1,0.25,0.5,0.4595416666666667,1.365315416281295,0.8668833875135451,0.5592558757578274,0.30341487851715787,0.1121768140116764,0.23311203319502075,0.683549602344077,10000.0,0:02:22.833122,14842666.656811744,0.4948666666666667,0.4948666666666667,1.2869763100218368,1.3004882705938847
306,0.01,1,1.0,0.0,0.1,0.25,0.75,0.46108333333333335,1.3630254162649762,0.864554751808431,0.558681538205427,0.3087192323738006,0.1128043730329634,0.23741067675493904,0.6832153269471054,10000.0,0:02:22.640367,14842809.371721456,0.49573333333333336,0.49573333333333336,1.2846685812697662,1.2987698061395074
307,0.01,1,1.0,0.0,0.1,0.25,1.0,0.4595416666666667,1.3626360789751841,0.8642201834862385,0.5572690896965655,0.3035119840213049,0.11439940313354886,0.23631051752921536,0.6843998327059808,10000.0,0:02:19.959446,14842949.40739294,0.4964,0.4964,1.283110355502714,1.2977387281132138
308,0.01,1,1.0,0.0,0.1,0.5,0.25,0.45245833333333335,1.379724325788852,0.8649237472766884,0.5458336808741346,0.3041993001166472,0.10541192119045639,0.22586293146573286,0.6706770660471291,10000.0,0:02:24.368920,14843093.85043285,0.48865,0.48865,1.3012168298935973,1.3132941511471807
309,0.01,1,1.0,0.0,0.1,0.5,0.5,0.4548333333333333,1.375677034968402,0.8643388188121293,0.548702644449971,0.30414861712762414,0.10532012322038131,0.22736368184092046,0.6806891360709209,10000.0,0:02:24.867328,14843238.790569732,0.49083333333333334,0.49083333333333334,1.297192455044444,1.3103778185383417
310,0.01,1,1.0,0.0,0.1,0.5,0.75,0.4565416666666667,1.3739270459581914,0.865456354140761,0.5511955344497209,0.3049420785065422,0.10912880366819508,0.22920517560073936,0.6744475826549261,10000.0,0:02:24.946597,14843383.811542712,0.4915833333333333,0.4915833333333333,1.2954721253741106,1.3091757217188262
311,0.01,1,1.0,0.0,0.1,0.5,1.0,0.455125,1.3747540277145156,0.8653526280771789,0.5501083875270969,0.30506497834055313,0.10676453415630995,0.22649359294391747,0.6768022721577145,10000.0,0:02:21.421767,14843525.31379672,0.49173333333333336,0.49173333333333336,1.294441593453937,1.3084129029024496
312,0.01,1,1.0,0.0,0.1,0.75,0.25,0.45113888888888887,1.383970524969398,0.8682415571452338,0.543260058067192,0.30106001168516816,0.1025362015568762,0.22412367724867724,0.6682914530632826,10000.0,0:02:25.722128,14843671.113196556,0.4859833333333333,0.4859833333333333,1.307006816951204,1.3190913993054483
313,0.01,1,1.0,0.0,0.1,0.75,0.5,0.4505277777777778,1.3835867849858912,0.8653846153846154,0.5439920391408907,0.30114730759567876,0.10181033050988209,0.2248417194268577,0.667583791895948,10000.0,0:02:25.034983,14843816.224192584,0.48723333333333335,0.48723333333333335,1.3042789961851085,1.3170942815382862
314,0.01,1,1.0,0.0,0.1,0.75,0.75,0.45152777777777775,1.3824658188180916,0.8667944018660446,0.5463900276081318,0.30229285655161,0.10201868535201869,0.22533576521306584,0.6699966420416387,10000.0,0:02:25.898639,14843962.199373974,0.48773333333333335,0.48773333333333335,1.3031474143661859,1.3163677177575106
315,0.01,1,1.0,0.0,0.1,0.75,1.0,0.4525138888888889,1.3810644558346474,0.8640647152030689,0.5479943290801434,0.30097981743572566,0.10555555555555556,0.2246919746919747,0.6733027905039567,10000.0,0:02:20.543431,14844102.819353126,0.48833333333333334,0.48833333333333334,1.3024770486020212,1.315898504342056
316,0.01,1,1.0,0.0,0.1,1.0,0.25,0.4474861111111111,1.3923908080501666,0.8682629734690472,0.5373956594323873,0.30143261702482094,0.09431922149214006,0.21709486987611207,0.668725997662381,10000.0,0:02:24.026240,14844246.921800349,0.4822666666666667,0.4822666666666667,1.3157756892601378,1.3270005961074494
317,0.01,1,1.0,0.0,0.1,1.0,0.5,0.4484722222222222,1.3905019223444637,0.8663403302082469,0.5387160820648577,0.2974217311233886,0.09659613615455381,0.21966911764705882,0.6672505839172506,10000.0,0:02:24.480201,14844391.478233611,0.48228333333333334,0.48228333333333334,1.3153108881368087,1.3267448035754368
318,0.01,1,1.0,0.0,0.1,1.0,0.75,0.4483333333333333,1.3915552030424923,0.8675969764930642,0.537517736415992,0.2980392156862745,0.09415991310886457,0.2187369997503952,0.6718580827850421,10000.0,0:02:25.077633,14844536.631802885,0.4821666666666667,0.4821666666666667,1.315267249585632,1.326707735757033
319,0.01,1,1.0,0.0,0.1,1.0,1.0,0.4484444444444444,1.3910278194749042,0.8669271049788048,0.5391340549542049,0.3020268579531237,0.09627045435667414,0.2196843853820598,0.6692456479690522,10000.0,0:02:21.644976,14844678.35054597,0.48255,0.48255,1.31528114137582,1.326770832381263
320,0.01,1,1.0,0.0,1.0,0.25,0.25,0.45494444444444443,1.37254374178558,0.8619763244060112,0.553249771727401,0.3005732325330232,0.1054512215389729,0.23431241655540722,0.6781513306081588,10000.0,0:02:24.782340,14844823.209503148,0.49101666666666666,0.49101666666666666,1.2943879662840345,1.305877565166499
321,0.01,1,1.0,0.0,1.0,0.25,0.5,0.4578055555555556,1.3666188735925013,0.8649509598457541,0.5555278055278056,0.3061816373881339,0.11082580965791436,0.23247820254862508,0.6809841534612177,10000.0,0:02:24.113511,14844967.399073344,0.4938166666666667,0.4938166666666667,1.2887514109238953,1.3013093568933352
322,0.01,1,1.0,0.0,1.0,0.25,0.75,0.45955555555555555,1.3648017976374673,0.8651647893199833,0.5587309476474487,0.30618000829531317,0.11336942940441483,0.23224568138195778,0.6839495798319327,10000.0,0:02:22.960326,14845110.434570137,0.49448333333333333,0.49448333333333333,1.2864074039033644,1.2995859647414698
323,0.01,1,1.0,0.0,1.0,0.25,1.0,0.459,1.3645772524057282,0.8640485897329229,0.5582858101308286,0.3070307281229125,0.11151645800514054,0.23373933217333664,0.6830390762279307,10000.0,0:02:19.377503,14845249.887915188,0.4952666666666667,0.4952666666666667,1.284815100416302,1.2985501899801246
324,0.01,1,1.0,0.0,1.0,0.5,0.25,0.45368055555555553,1.3791369949228676,0.8645461340420231,0.5475672964387226,0.30390605480136584,0.10439926678886852,0.22939698492462313,0.6693227091633466,10000.0,0:02:24.394719,14845394.358988684,0.4882,0.4882,1.30239825424018,1.313957376853718
325,0.01,1,1.0,0.0,1.0,0.5,0.5,0.45563888888888887,1.375193477274037,0.8666722046851636,0.549630981010034,0.3015608046072949,0.10900553412711722,0.22597597597597596,0.6764656895403065,10000.0,0:02:24.764981,14845539.19755192,0.4904,0.4904,1.298375811394987,1.3109649660921552
326,0.01,1,1.0,0.0,1.0,0.5,0.75,0.45366666666666666,1.376828738860393,0.8654712260216847,0.5499003653271338,0.30105912767909265,0.10728321766033949,0.22667778240933723,0.6698278013476416,10000.0,0:02:24.277648,14845683.551722871,0.4910333333333333,0.4910333333333333,1.296648012346981,1.3098016140768562
327,0.01,1,1.0,0.0,1.0,0.5,1.0,0.4561527777777778,1.3726775429165297,0.8668383452400731,0.5532286212914486,0.30223258913695433,0.10954564401834098,0.229627158228376,0.6746503642910979,10000.0,0:02:20.176546,14845823.803384932,0.4915833333333333,0.4915833333333333,1.2956324271941713,1.3090791315553554
328,0.01,1,1.0,0.0,1.0,0.75,0.25,0.4505972222222222,1.3850675104341377,0.8647527381347494,0.5422918937044178,0.3007625911338306,0.10295337647254024,0.22191666666666668,0.6697972074468085,10000.0,0:02:23.680202,14845967.560254723,0.4858166666666667,0.4858166666666667,1.307863264315551,1.3195217379234834
329,0.01,1,1.0,0.0,1.0,0.75,0.5,0.45275,1.3811056015062593,0.8656852960745176,0.5495517928286853,0.3028045207199665,0.10217825074825407,0.2254575707154742,0.6713028906577294,10000.0,0:02:25.195762,14846112.832233876,0.4869,0.4869,1.305137403957475,1.3175217450392536
330,0.01,1,1.0,0.0,1.0,0.75,0.75,0.4509722222222222,1.3818250350699686,0.8671660424469413,0.5431708534353685,0.2981536926147705,0.10266633441315724,0.22596033140848606,0.6694000502050038,10000.0,0:02:25.080516,14846257.986935003,0.4876,0.4876,1.3039974586790293,1.3168213134261055
331,0.01,1,1.0,0.0,1.0,0.75,1.0,0.45122222222222225,1.3812116253975588,0.867225774308727,0.5451734224822399,0.3033922202869702,0.10019990004997502,0.2240646612782268,0.6682595573440644,10000.0,0:02:20.628383,14846398.689572226,0.48788333333333334,0.48788333333333334,1.3033250426359213,1.316363345600613
332,0.01,1,1.0,0.0,1.0,1.0,0.25,0.4484861111111111,1.3892322477464736,0.8675689139820657,0.5393802722792951,0.30075814379738397,0.096040016673614,0.22028937024337208,0.6641170601928833,10000.0,0:02:24.014324,14846542.780420756,0.48235,0.48235,1.3163825086272893,1.3273242017096425
333,0.01,1,1.0,0.0,1.0,1.0,0.5,0.4472638888888889,1.392387711775951,0.8662669664418353,0.5394090719933416,0.2997579904865226,0.09613941465855082,0.21501536417241093,0.6676979680575299,10000.0,0:02:23.245325,14846686.099850085,0.48173333333333335,0.48173333333333335,1.3159130653540876,1.3270718797432879
334,0.01,1,1.0,0.0,1.0,1.0,0.75,0.44706944444444446,1.3922467101392044,0.8659492826159493,0.5393398899816636,0.29964924002004345,0.09404910528506034,0.21791888297872342,0.6668056366213625,10000.0,0:02:22.997220,14846829.173450455,0.48191666666666666,0.48191666666666666,1.3158679757609508,1.3270247767815988
335,0.01,1,1.0,0.0,1.0,1.0,1.0,0.44633333333333336,1.3920385038675507,0.8664497831164498,0.5354429322868832,0.2997161462681583,0.09416335978835978,0.21825132978723405,0.6690418308324252,10000.0,0:02:20.292028,14846969.541941231,0.4820333333333333,0.4820333333333333,1.3158843080703024,1.3270918522577009
