,lr,max_depth,gamma,lambda,subsample_f,ACC,LogLoss,ACC_SPH_9,ACC_BH_n4_M8,ACC_BH_n2_M10,ACC_BH_n4_M10,ACC_BH_n6_M10,ACC_BH_n4_M12,n_trees,Training time,Time
130,0.001,5,0.001,0.001,0.6,0.5357777777777778,1.1495884408842436,0.882,0.7206666666666667,0.36533333333333334,0.21733333333333332,0.29733333333333334,0.732,50000.0,0:16:54.176994,14404233.756145518
131,0.001,5,0.001,0.001,0.4,0.5368888888888889,1.149911834282459,0.881,0.7213333333333334,0.36933333333333335,0.22166666666666668,0.294,0.734,50000.0,0:16:55.663026,14405249.427527556
132,0.001,5,0.001,0.01,1.0,0.5225,1.1705417215802354,0.88,0.7126666666666667,0.33366666666666667,0.20866666666666667,0.29533333333333334,0.7046666666666667,50000.0,0:15:55.316205,14406204.752086604
133,0.001,5,0.001,0.01,0.8,0.5350555555555555,1.1525053208859695,0.882,0.723,0.35733333333333334,0.219,0.30333333333333334,0.7256666666666667,50000.0,0:16:41.909440,14407206.669871068
134,0.001,5,0.001,0.01,0.6,0.5353333333333333,1.1496050238412385,0.882,0.72,0.36433333333333334,0.21533333333333332,0.3,0.7303333333333333,50000.0,0:16:51.020656,14408217.698890904
135,0.001,5,0.001,0.01,0.4,0.5369444444444444,1.1499416113583456,0.8806666666666667,0.721,0.37033333333333335,0.221,0.2936666666666667,0.735,50000.0,0:16:52.537213,14409230.244497892
136,0.001,5,0.001,0.1,1.0,0.5228333333333334,1.169698514973096,0.8816666666666667,0.7123333333333334,0.33566666666666667,0.20733333333333334,0.295,0.705,50000.0,0:15:54.759468,14410185.012345795
137,0.001,5,0.001,0.1,0.8,0.5351111111111111,1.1524717164395188,0.8826666666666667,0.723,0.35733333333333334,0.21733333333333332,0.30466666666666664,0.7256666666666667,50000.0,0:16:44.238912,14411189.26025852
138,0.001,5,0.001,0.1,0.6,0.5354444444444444,1.1496467861358557,0.8826666666666667,0.7206666666666667,0.364,0.216,0.29933333333333334,0.73,50000.0,0:16:49.193356,14412198.462636733
139,0.001,5,0.001,0.1,0.4,0.5366666666666666,1.1500057624253095,0.8803333333333333,0.7203333333333334,0.368,0.22166666666666668,0.2946666666666667,0.735,50000.0,0:16:49.831284,14413208.30295548
140,0.001,5,0.001,1.0,1.0,0.5245,1.1693088787793817,0.8833333333333333,0.714,0.336,0.20833333333333334,0.29833333333333334,0.707,50000.0,0:16:11.467799,14414179.779806824
141,0.001,5,0.001,1.0,0.8,0.5347222222222222,1.152865967678286,0.883,0.7243333333333334,0.35733333333333334,0.21466666666666667,0.30266666666666664,0.7263333333333334,50000.0,0:17:02.531085,14415202.31934761
142,0.001,5,0.001,1.0,0.6,0.5356111111111111,1.1504293032210051,0.882,0.7216666666666667,0.3626666666666667,0.21833333333333332,0.2966666666666667,0.7323333333333333,50000.0,0:23:48.647326,14416630.975120693
143,0.001,5,0.001,1.0,0.4,0.5350555555555555,1.1513049146246852,0.8796666666666667,0.7183333333333334,0.36233333333333334,0.22133333333333333,0.294,0.7346666666666667,50000.0,0:20:45.943891,14417879.803762877
144,0.001,5,0.01,0.001,1.0,0.5241666666666667,1.1705607731764307,0.8816666666666667,0.713,0.338,0.21066666666666667,0.29533333333333334,0.7063333333333334,50000.0,0:15:48.274818,14418828.140405787
145,0.001,5,0.01,0.001,0.8,0.5349444444444444,1.1524833835985073,0.882,0.7236666666666667,0.35633333333333334,0.21866666666666668,0.30333333333333334,0.7256666666666667,50000.0,0:17:44.236257,14419892.388148064
146,0.001,5,0.01,0.001,0.6,0.5357777777777778,1.1495932352293705,0.882,0.7206666666666667,0.364,0.21766666666666667,0.2986666666666667,0.7316666666666667,50000.0,0:20:35.421244,14421127.818739848
147,0.001,5,0.01,0.001,0.4,0.5362777777777777,1.1499196114037264,0.881,0.7213333333333334,0.36866666666666664,0.219,0.293,0.7346666666666667,50000.0,0:19:46.225535,14422314.053284455
148,0.001,5,0.01,0.01,1.0,0.5238333333333334,1.1700785184852116,0.882,0.7116666666666667,0.33566666666666667,0.20766666666666667,0.30266666666666664,0.7033333333333334,50000.0,0:15:50.551970,14423264.619982813
149,0.001,5,0.01,0.01,0.8,0.5345555555555556,1.152482755625877,0.882,0.723,0.35533333333333333,0.218,0.30366666666666664,0.7253333333333334,50000.0,0:16:39.772590,14424264.4019627
150,0.001,5,0.01,0.01,0.6,0.5357222222222222,1.1495789152326998,0.882,0.72,0.364,0.21833333333333332,0.29933333333333334,0.7306666666666667,50000.0,0:16:48.133622,14425272.544945257
151,0.001,5,0.01,0.01,0.4,0.5367777777777778,1.149953258230671,0.8806666666666667,0.721,0.37,0.22133333333333333,0.292,0.7356666666666667,50000.0,0:16:50.259835,14426282.818924371
152,0.001,5,0.01,0.1,1.0,0.5217777777777778,1.1700634021076626,0.8793333333333333,0.713,0.334,0.20633333333333334,0.2936666666666667,0.7043333333333334,49999.0,0:15:53.626520,14427236.460181478
153,0.001,5,0.01,0.1,0.8,0.5347777777777778,1.152451379643832,0.8823333333333333,0.723,0.356,0.21733333333333332,0.30466666666666664,0.7253333333333334,50000.0,0:16:37.718984,14428234.18818569
154,0.001,5,0.01,0.1,0.6,0.5354444444444444,1.1496548517676874,0.8826666666666667,0.721,0.364,0.21666666666666667,0.29833333333333334,0.73,50000.0,0:16:46.931527,14429241.12874134
155,0.001,5,0.01,0.1,0.4,0.5363888888888889,1.1500162857661371,0.88,0.721,0.36733333333333335,0.22,0.295,0.735,50000.0,0:16:44.491221,14430245.629438238
156,0.001,5,0.01,1.0,1.0,0.5249444444444444,1.1689564825748144,0.8836666666666667,0.7163333333333334,0.3313333333333333,0.209,0.3,0.7093333333333334,50000.0,0:16:14.316869,14431219.95594491
157,0.001,5,0.01,1.0,0.8,0.5345,1.152816065892339,0.8833333333333333,0.7243333333333334,0.3566666666666667,0.214,0.302,0.7266666666666667,50000.0,0:20:14.875090,14432434.84011492
158,0.001,5,0.01,1.0,0.6,0.5355555555555556,1.1504326133200904,0.8813333333333333,0.7226666666666667,0.3626666666666667,0.21766666666666667,0.2966666666666667,0.7323333333333333,50000.0,0:16:48.351133,14433443.205644509
159,0.001,5,0.01,1.0,0.4,0.5349444444444444,1.1512818460591083,0.8796666666666667,0.718,0.3616666666666667,0.22133333333333333,0.294,0.735,50000.0,0:16:46.210073,14434449.424702281
160,0.001,5,0.1,0.001,1.0,0.523,1.1700209662889063,0.8813333333333333,0.7123333333333334,0.337,0.206,0.298,0.7033333333333334,50000.0,0:15:52.403302,14435401.840734966
161,0.001,5,0.1,0.001,0.8,0.5349444444444444,1.152487536169036,0.882,0.724,0.35733333333333334,0.21833333333333332,0.303,0.725,50000.0,0:16:38.515919,14436400.365714636
162,0.001,5,0.1,0.001,0.6,0.5352777777777777,1.1495707707887255,0.882,0.721,0.36333333333333334,0.217,0.29733333333333334,0.731,50000.0,0:16:43.801341,14437404.181482323
163,0.001,5,0.1,0.001,0.4,0.5371111111111111,1.1499166832938914,0.8806666666666667,0.7216666666666667,0.37,0.22166666666666668,0.29333333333333333,0.7353333333333333,50000.0,0:16:45.946661,14438410.137238704
164,0.001,5,0.1,0.01,1.0,0.5227777777777778,1.1698270290377635,0.8813333333333333,0.713,0.33266666666666667,0.21033333333333334,0.29633333333333334,0.703,50000.0,0:15:48.784707,14439358.931050748
165,0.001,5,0.1,0.01,0.8,0.5345555555555556,1.1524524330571746,0.882,0.723,0.356,0.218,0.30266666666666664,0.7256666666666667,50000.0,0:16:38.434284,14440357.379545556
166,0.001,5,0.1,0.01,0.6,0.5352222222222223,1.1495863420942134,0.882,0.72,0.3626666666666667,0.21866666666666668,0.2976666666666667,0.7303333333333333,50000.0,0:16:44.680217,14441362.068833113
167,0.001,5,0.1,0.01,0.4,0.5371111111111111,1.1498868999039025,0.881,0.721,0.371,0.22266666666666668,0.292,0.735,50000.0,0:16:47.106127,14442369.184071356
168,0.001,5,0.1,0.1,1.0,0.5235,1.1699960467766144,0.88,0.7153333333333334,0.33666666666666667,0.206,0.29733333333333334,0.7056666666666667,50000.0,0:15:48.274192,14443317.467329964
169,0.001,5,0.1,0.1,0.8,0.535,1.1524358200419165,0.8823333333333333,0.7226666666666667,0.357,0.217,0.30466666666666664,0.7263333333333334,50000.0,0:16:37.886797,14444315.363645269
170,0.001,5,0.1,0.1,0.6,0.5355555555555556,1.1496505094811624,0.8826666666666667,0.7213333333333334,0.3626666666666667,0.21666666666666667,0.29933333333333334,0.7306666666666667,50000.0,0:16:45.184495,14445320.5572689
171,0.001,5,0.1,0.1,0.4,0.5363333333333333,1.149988085352229,0.88,0.7213333333333334,0.368,0.221,0.2926666666666667,0.735,50000.0,0:16:45.536726,14446326.10307046
172,0.001,5,0.1,1.0,1.0,0.5249444444444444,1.1690852985470601,0.8833333333333333,0.7183333333333334,0.3353333333333333,0.20933333333333334,0.29833333333333334,0.705,50000.0,0:15:51.517776,14447277.635021655
173,0.001,5,0.1,1.0,0.8,0.5344444444444445,1.1528149413513384,0.883,0.724,0.356,0.214,0.30266666666666664,0.727,50000.0,0:16:38.398770,14448276.048052073
174,0.001,5,0.1,1.0,0.6,0.5357777777777778,1.1503929512020097,0.8816666666666667,0.7226666666666667,0.36233333333333334,0.218,0.297,0.733,50000.0,0:17:18.583325,14449314.641182773
175,0.001,5,0.1,1.0,0.4,0.5346666666666666,1.1512995128465806,0.8793333333333333,0.7183333333333334,0.362,0.22066666666666668,0.29333333333333333,0.7343333333333333,50000.0,0:17:26.322746,14450360.974793589
176,0.001,5,1.0,0.001,1.0,0.5246666666666666,1.1654500786657904,0.8833333333333333,0.724,0.345,0.17833333333333334,0.30266666666666664,0.7146666666666667,50000.0,0:11:50.265892,14451071.250484645
177,0.001,5,1.0,0.001,0.8,0.5348888888888889,1.1525159238769174,0.8823333333333333,0.7226666666666667,0.3586666666666667,0.21633333333333332,0.304,0.7253333333333334,50000.0,0:16:15.074092,14452046.334046388
178,0.001,5,1.0,0.001,0.6,0.5361111111111111,1.1497094051860168,0.882,0.721,0.365,0.21766666666666667,0.298,0.733,50000.0,0:16:31.679324,14453038.022580467
179,0.001,5,1.0,0.001,0.4,0.5368888888888889,1.1500924019459582,0.8803333333333333,0.722,0.36866666666666664,0.22333333333333333,0.2916666666666667,0.7353333333333333,50000.0,0:16:29.701737,14454027.733657433
180,0.001,5,1.0,0.01,1.0,0.5252777777777777,1.1657359072061764,0.8826666666666667,0.7226666666666667,0.34833333333333333,0.182,0.303,0.713,50000.0,0:11:49.547988,14454737.296435213
181,0.001,5,1.0,0.01,0.8,0.5348333333333334,1.1525084212147803,0.882,0.7236666666666667,0.3586666666666667,0.215,0.304,0.7256666666666667,50000.0,0:16:18.868219,14455716.173863592
182,0.001,5,1.0,0.01,0.6,0.5356666666666666,1.1497202865180278,0.882,0.721,0.36333333333333334,0.21633333333333332,0.2996666666666667,0.7316666666666667,50000.0,0:16:30.455002,14456706.638063451
183,0.001,5,1.0,0.01,0.4,0.5370555555555555,1.1499834234062474,0.8806666666666667,0.7213333333333334,0.36966666666666664,0.22333333333333333,0.2926666666666667,0.7346666666666667,50000.0,0:16:29.064386,14457695.716981605
184,0.001,5,1.0,0.1,1.0,0.5241111111111111,1.1653113374548045,0.882,0.7193333333333334,0.3486666666666667,0.17933333333333334,0.3016666666666667,0.7136666666666667,50000.0,0:11:50.060124,14458405.786321199
185,0.001,5,1.0,0.1,0.8,0.5347777777777778,1.152490258668345,0.882,0.723,0.3566666666666667,0.21633333333333332,0.30433333333333334,0.7263333333333334,50000.0,0:16:17.646470,14459383.441969488
186,0.001,5,1.0,0.1,0.6,0.5352222222222223,1.1497791319993473,0.882,0.7216666666666667,0.3616666666666667,0.21666666666666667,0.2986666666666667,0.7306666666666667,50000.0,0:16:28.831560,14460372.2828074
187,0.001,5,1.0,0.1,0.4,0.5360555555555555,1.150063072393441,0.8803333333333333,0.722,0.36633333333333334,0.22066666666666668,0.29133333333333333,0.7356666666666667,50000.0,0:16:26.958935,14461359.25094154
188,0.001,5,1.0,1.0,1.0,0.5270555555555556,1.1648544955305173,0.886,0.7276666666666667,0.3496666666666667,0.18,0.301,0.718,50000.0,0:11:47.852987,14462067.113178357
189,0.001,5,1.0,1.0,0.8,0.5341666666666667,1.1528516166082197,0.883,0.7233333333333334,0.3556666666666667,0.214,0.3016666666666667,0.7273333333333334,50000.0,0:16:19.576088,14463046.698530596
190,0.001,5,1.0,1.0,0.6,0.5356111111111111,1.1504499572160145,0.8816666666666667,0.722,0.3616666666666667,0.21866666666666668,0.29633333333333334,0.7333333333333333,50000.0,0:16:31.255950,14464037.972856725
191,0.001,5,1.0,1.0,0.4,0.5352777777777777,1.1513060508641628,0.8793333333333333,0.719,0.362,0.22266666666666668,0.2936666666666667,0.735,50000.0,0:16:33.537914,14465031.519982329
192,0.001,6,0.001,0.001,1.0,0.5261666666666667,1.1619178902111156,0.877,0.7086666666666667,0.3403333333333333,0.23333333333333334,0.2986666666666667,0.699,49999.0,0:23:55.846378,14466467.381362677
193,0.001,6,0.001,0.001,0.8,0.5365555555555556,1.141948962914752,0.883,0.7196666666666667,0.36133333333333334,0.23066666666666666,0.309,0.7156666666666667,50000.0,0:25:27.622457,14467995.013446208
194,0.001,6,0.001,0.001,0.6,0.5373333333333333,1.139875652875225,0.8786666666666667,0.718,0.37,0.23066666666666666,0.30366666666666664,0.723,50000.0,0:25:38.005957,14469533.028992744
195,0.001,6,0.001,0.001,0.4,0.5381111111111111,1.1412542141161797,0.877,0.7153333333333334,0.367,0.23766666666666666,0.303,0.7286666666666667,50000.0,0:25:28.063666,14471061.10196944
196,0.001,6,0.001,0.01,1.0,0.5257777777777778,1.1619501903858576,0.8736666666666667,0.7103333333333334,0.3393333333333333,0.23,0.2996666666666667,0.7016666666666667,50000.0,0:23:44.154295,14472485.265662404
197,0.001,6,0.001,0.01,0.8,0.537,1.141940501620794,0.8826666666666667,0.721,0.36233333333333334,0.231,0.308,0.717,50000.0,0:25:15.031651,14474000.311774796
198,0.001,6,0.001,0.01,0.6,0.5373888888888889,1.1398994034228997,0.8786666666666667,0.7183333333333334,0.37,0.23233333333333334,0.30133333333333334,0.7236666666666667,50000.0,0:25:26.607093,14475526.928216867
199,0.001,6,0.001,0.01,0.4,0.5382222222222223,1.1412647939604328,0.8766666666666667,0.7153333333333334,0.36733333333333335,0.236,0.304,0.73,50000.0,0:25:23.306763,14477050.244336955
200,0.001,6,0.001,0.1,1.0,0.5257777777777778,1.1612699494832481,0.8766666666666667,0.7086666666666667,0.34,0.231,0.29733333333333334,0.701,49999.0,0:23:36.508014,14478466.761926552
201,0.001,6,0.001,0.1,0.8,0.5370555555555555,1.1420646266851642,0.8823333333333333,0.721,0.36233333333333334,0.23133333333333334,0.30833333333333335,0.717,50000.0,0:25:11.087532,14479977.859285893
202,0.001,6,0.001,0.1,0.6,0.5375,1.140022435132345,0.8786666666666667,0.718,0.36933333333333335,0.23366666666666666,0.3016666666666667,0.7236666666666667,50000.0,0:25:18.905133,14481496.774110377
203,0.001,6,0.001,0.1,0.4,0.5383333333333333,1.1415535671402,0.8766666666666667,0.7166666666666667,0.367,0.237,0.304,0.7286666666666667,50000.0,0:25:15.008791,14483011.792236025
204,0.001,6,0.001,1.0,1.0,0.5277222222222222,1.1598474669148175,0.8783333333333333,0.7163333333333334,0.3413333333333333,0.22866666666666666,0.301,0.7006666666666667,50000.0,0:23:40.048518,14484431.850100469
205,0.001,6,0.001,1.0,0.8,0.5366111111111111,1.1427378048811856,0.8833333333333333,0.721,0.361,0.231,0.30466666666666664,0.7186666666666667,49996.0,0:25:20.901632,14485952.762835264
206,0.001,6,0.001,1.0,0.6,0.5369444444444444,1.141164189112658,0.8786666666666667,0.7196666666666667,0.36333333333333334,0.23466666666666666,0.3,0.7253333333333334,50000.0,0:25:28.706969,14487481.479434876
207,0.001,6,0.001,1.0,0.4,0.5372222222222223,1.1431399361994434,0.8776666666666667,0.717,0.36133333333333334,0.23733333333333334,0.29933333333333334,0.7306666666666667,50000.0,0:25:24.009075,14489005.503028955
208,0.001,6,0.01,0.001,1.0,0.5277777777777778,1.1614751275403368,0.875,0.713,0.342,0.238,0.2986666666666667,0.7,50000.0,0:23:39.903532,14490425.415947923
209,0.001,6,0.01,0.001,0.8,0.5363333333333333,1.141981542482047,0.8826666666666667,0.7196666666666667,0.36,0.23,0.30933333333333335,0.7163333333333334,50000.0,0:25:08.862643,14491934.28837268
210,0.001,6,0.01,0.001,0.6,0.5370555555555555,1.1398715559560821,0.878,0.718,0.369,0.23066666666666666,0.30433333333333334,0.7223333333333334,50000.0,0:25:22.874168,14493457.171962414
211,0.001,6,0.01,0.001,0.4,0.5377222222222222,1.141254836968538,0.8766666666666667,0.7163333333333334,0.367,0.235,0.302,0.7293333333333333,50000.0,0:25:13.886190,14494971.06758552
212,0.001,6,0.01,0.01,1.0,0.5277222222222222,1.1621811029647755,0.875,0.7096666666666667,0.344,0.22933333333333333,0.30666666666666664,0.7016666666666667,50000.0,0:23:35.443968,14496386.526776873
213,0.001,6,0.01,0.01,0.8,0.5367777777777778,1.1419709092732357,0.883,0.7203333333333334,0.361,0.232,0.308,0.7163333333333334,50000.0,0:25:08.897039,14497895.433830503
214,0.001,6,0.01,0.01,0.6,0.5371111111111111,1.1398893675704767,0.8786666666666667,0.7183333333333334,0.36766666666666664,0.232,0.303,0.723,50000.0,0:25:18.993648,14499414.43725104
215,0.001,6,0.01,0.01,0.4,0.5381111111111111,1.1412453766657804,0.8766666666666667,0.716,0.36733333333333335,0.23766666666666666,0.3006666666666667,0.7303333333333333,50000.0,0:25:15.742346,14500930.189015748
216,0.001,6,0.01,0.1,1.0,0.5242777777777777,1.1612649069518892,0.8766666666666667,0.7086666666666667,0.336,0.22633333333333333,0.30033333333333334,0.6976666666666667,49999.0,0:23:32.395265,14502342.59437557
217,0.001,6,0.01,0.1,0.8,0.5367777777777778,1.1419813765055025,0.8823333333333333,0.7203333333333334,0.36133333333333334,0.23066666666666666,0.30866666666666664,0.7173333333333334,50000.0,0:41:30.224940,14504832.829426987
218,0.001,6,0.01,0.1,0.6,0.5365555555555556,1.1400073842766454,0.879,0.717,0.368,0.232,0.2996666666666667,0.7236666666666667,50000.0,0:30:10.833473,14506643.68346923
219,0.001,6,0.01,0.1,0.4,0.5382777777777777,1.1415721340276537,0.8766666666666667,0.7166666666666667,0.366,0.23766666666666666,0.304,0.7286666666666667,50000.0,0:32:18.863611,14508582.557226464
220,0.001,6,0.01,1.0,1.0,0.5275555555555556,1.160937788416616,0.875,0.709,0.3413333333333333,0.234,0.303,0.703,50000.0,0:30:24.411241,14510406.986887764
221,0.001,6,0.01,1.0,0.8,0.5366666666666666,1.1427039679839455,0.8833333333333333,0.7213333333333334,0.36233333333333334,0.22966666666666666,0.30566666666666664,0.7176666666666667,49997.0,0:32:08.951561,14512335.954310184
222,0.001,6,0.01,1.0,0.6,0.5368333333333334,1.141190056587992,0.879,0.7196666666666667,0.3636666666666667,0.23333333333333334,0.2996666666666667,0.7256666666666667,50000.0,0:32:23.802632,14514279.77314209
223,0.001,6,0.01,1.0,0.4,0.5372222222222223,1.1431696679479197,0.8773333333333333,0.717,0.3616666666666667,0.23766666666666666,0.299,0.7306666666666667,50000.0,0:32:15.779474,14516215.567975044
224,0.001,6,0.1,0.001,1.0,0.5268333333333334,1.161024687017398,0.8743333333333333,0.711,0.344,0.23566666666666666,0.297,0.699,50000.0,0:30:08.456590,14518024.040344846
225,0.001,6,0.1,0.001,0.8,0.5362777777777777,1.142007840581848,0.8826666666666667,0.72,0.3596666666666667,0.23066666666666666,0.30833333333333335,0.7163333333333334,50000.0,0:31:56.721396,14519940.777195347
226,0.001,6,0.1,0.001,0.6,0.5374444444444444,1.139842135015751,0.8786666666666667,0.7173333333333334,0.37033333333333335,0.23066666666666666,0.304,0.7236666666666667,50000.0,0:32:09.449731,14521870.242916228
227,0.001,6,0.1,0.001,0.4,0.538,1.141163026325668,0.8763333333333333,0.715,0.36666666666666664,0.23866666666666667,0.30266666666666664,0.7286666666666667,50000.0,0:32:00.848195,14523791.10657396
228,0.001,6,0.1,0.01,1.0,0.5292777777777777,1.1608686520339868,0.873,0.7113333333333334,0.344,0.24333333333333335,0.305,0.699,50000.0,0:30:07.091693,14525598.2140335
229,0.001,6,0.1,0.01,0.8,0.5364444444444444,1.1420077736337992,0.8823333333333333,0.7193333333333334,0.36133333333333334,0.231,0.30833333333333335,0.7163333333333334,50000.0,0:31:55.021230,14527513.255989537
230,0.001,6,0.1,0.01,0.6,0.5376111111111112,1.1398602715825525,0.8786666666666667,0.717,0.369,0.234,0.30366666666666664,0.7233333333333334,50000.0,0:32:11.160175,14529444.431548985
231,0.001,6,0.1,0.01,0.4,0.5377222222222222,1.1412566069027195,0.8763333333333333,0.7153333333333334,0.36766666666666664,0.23733333333333334,0.301,0.7286666666666667,50000.0,0:32:03.252565,14531367.699536735
232,0.001,6,0.1,0.1,1.0,0.5261111111111111,1.1612372517322314,0.8766666666666667,0.709,0.3383333333333333,0.23133333333333334,0.304,0.6973333333333334,50000.0,0:30:03.377342,14533171.097664846
233,0.001,6,0.1,0.1,0.8,0.5367222222222222,1.1420165870019239,0.882,0.721,0.362,0.231,0.30833333333333335,0.716,50000.0,0:31:58.723230,14535089.83748838
234,0.001,6,0.1,0.1,0.6,0.5368333333333334,1.1399777623602694,0.8786666666666667,0.7183333333333334,0.368,0.23166666666666666,0.30133333333333334,0.723,50000.0,0:32:11.227414,14537021.08549128
235,0.001,6,0.1,0.1,0.4,0.538,1.1415019568028237,0.8763333333333333,0.717,0.365,0.23666666666666666,0.305,0.728,50000.0,0:32:01.696888,14538942.800373288
236,0.001,6,0.1,1.0,1.0,0.5276111111111111,1.1604176427460489,0.8746666666666667,0.7113333333333334,0.3436666666666667,0.227,0.30433333333333334,0.7046666666666667,49999.0,0:30:12.664442,14540755.480394997
237,0.001,6,0.1,1.0,0.8,0.5362222222222223,1.142673040765793,0.883,0.721,0.3626666666666667,0.22966666666666666,0.30333333333333334,0.7176666666666667,49996.0,0:32:09.132028,14542684.628006833
238,0.001,6,0.1,1.0,0.6,0.5371111111111111,1.1411278636653792,0.8793333333333333,0.7193333333333334,0.363,0.235,0.2996666666666667,0.7263333333333334,50000.0,0:32:16.567369,14544621.210806716
239,0.001,6,0.1,1.0,0.4,0.5359444444444444,1.1430627044278976,0.8766666666666667,0.7166666666666667,0.36033333333333334,0.23533333333333334,0.29733333333333334,0.7293333333333333,50000.0,0:32:10.282317,14546551.508763313
240,0.001,6,1.0,0.001,1.0,0.5250555555555556,1.154514937150986,0.8796666666666667,0.7163333333333334,0.3496666666666667,0.187,0.30433333333333334,0.7133333333333334,50000.0,0:20:03.585631,14547755.115188243
241,0.001,6,1.0,0.001,0.8,0.537,1.141126437275893,0.8816666666666667,0.721,0.363,0.22833333333333333,0.31166666666666665,0.7163333333333334,49996.0,0:29:13.348653,14549508.479401976
242,0.001,6,1.0,0.001,0.6,0.5376111111111112,1.1398694011096109,0.879,0.7186666666666667,0.36833333333333335,0.23133333333333334,0.30333333333333334,0.725,50000.0,0:30:54.865612,14551363.360666834
243,0.001,6,1.0,0.001,0.4,0.5381111111111111,1.1412164345966744,0.8766666666666667,0.7173333333333334,0.367,0.23666666666666666,0.301,0.73,50000.0,0:30:48.568076,14553211.944737468
244,0.001,6,1.0,0.01,1.0,0.5255555555555556,1.1544684355323787,0.8776666666666667,0.7156666666666667,0.35233333333333333,0.19166666666666668,0.303,0.713,50000.0,0:20:06.351832,14554418.312174477
245,0.001,6,1.0,0.01,0.8,0.5371666666666667,1.1411157693847866,0.8816666666666667,0.7206666666666667,0.363,0.22833333333333333,0.31266666666666665,0.7166666666666667,49996.0,0:29:14.084516,14556172.412277166
246,0.001,6,1.0,0.01,0.6,0.5379444444444444,1.1398362502750197,0.879,0.7193333333333334,0.36866666666666664,0.23066666666666666,0.30333333333333334,0.7266666666666667,50000.0,0:30:52.795700,14558025.223940391
247,0.001,6,1.0,0.01,0.4,0.5377777777777778,1.141202381558234,0.8766666666666667,0.7183333333333334,0.365,0.23433333333333334,0.3016666666666667,0.7306666666666667,50000.0,0:30:45.609908,14559870.850035451
248,0.001,6,1.0,0.1,1.0,0.5245555555555556,1.1541905488103024,0.8773333333333333,0.718,0.35633333333333334,0.18866666666666668,0.29733333333333334,0.7096666666666667,50000.0,0:20:08.162615,14561079.02850614
249,0.001,6,1.0,0.1,0.8,0.5375555555555556,1.1411940853243978,0.8816666666666667,0.7223333333333334,0.36533333333333334,0.22866666666666666,0.31066666666666665,0.7166666666666667,49996.0,0:29:13.694403,14562832.738723127
250,0.001,6,1.0,0.1,0.6,0.5365555555555556,1.1398725520624375,0.8793333333333333,0.719,0.36533333333333334,0.231,0.29933333333333334,0.7253333333333334,50000.0,0:30:53.448230,14564686.208060555
251,0.001,6,1.0,0.1,0.4,0.5375555555555556,1.1414763200555715,0.8773333333333333,0.716,0.365,0.23433333333333334,0.3016666666666667,0.731,50000.0,0:30:48.415242,14566534.639169408
252,0.001,6,1.0,1.0,1.0,0.5261666666666667,1.1544794497438902,0.8796666666666667,0.7186666666666667,0.353,0.186,0.30466666666666664,0.715,50000.0,0:20:03.845061,14567738.499962013
253,0.001,6,1.0,1.0,0.8,0.5373333333333333,1.1419537151320391,0.8813333333333333,0.7213333333333334,0.36633333333333334,0.23033333333333333,0.30633333333333335,0.7183333333333334,50000.0,0:29:15.161517,14569493.677493772
254,0.001,6,1.0,1.0,0.6,0.5375,1.141113315948474,0.8796666666666667,0.7196666666666667,0.363,0.23333333333333334,0.301,0.7283333333333334,50000.0,0:30:56.488643,14571350.182018992
255,0.001,6,1.0,1.0,0.4,0.5363888888888889,1.142975958946703,0.877,0.7173333333333334,0.36033333333333334,0.236,0.2956666666666667,0.732,49992.0,0:30:48.234433,14573198.437593052
256,0.01,3,0.001,0.001,1.0,0.5309444444444444,1.1591886204224373,0.8823333333333333,0.708,0.323,0.243,0.296,0.7333333333333333,21769.0,0:04:31.218131,14573469.676688716
257,0.01,3,0.001,0.001,0.8,0.5347777777777778,1.143700120099922,0.8826666666666667,0.7133333333333334,0.336,0.23966666666666667,0.29,0.747,25062.0,0:05:22.290264,14573791.982671233
258,0.01,3,0.001,0.001,0.6,0.5357777777777778,1.1443899902674337,0.8803333333333333,0.7136666666666667,0.3466666666666667,0.23333333333333334,0.2906666666666667,0.75,22427.0,0:04:50.882761,14574082.881304292
259,0.01,3,0.001,0.001,0.4,0.5356666666666666,1.14669013664979,0.878,0.7126666666666667,0.346,0.24,0.2876666666666667,0.7496666666666667,21685.0,0:04:42.340964,14574365.238138009
260,0.01,3,0.001,0.01,1.0,0.5294444444444445,1.15896257204444,0.8826666666666667,0.7073333333333334,0.32066666666666666,0.241,0.293,0.732,24192.0,0:05:00.383156,14574665.637126634
261,0.01,3,0.001,0.01,0.8,0.5336111111111111,1.1437195352340683,0.8833333333333333,0.713,0.33466666666666667,0.23433333333333334,0.28933333333333333,0.747,24565.0,0:05:15.822094,14574981.475016931
262,0.01,3,0.001,0.01,0.6,0.5362222222222223,1.1444090657045394,0.8806666666666667,0.7136666666666667,0.346,0.23533333333333334,0.2916666666666667,0.75,22034.0,0:04:45.102243,14575266.593064385
263,0.01,3,0.001,0.01,0.4,0.5377777777777778,1.1466675421736037,0.8776666666666667,0.7143333333333334,0.34833333333333333,0.24366666666666667,0.29233333333333333,0.7503333333333333,21689.0,0:04:41.941697,14575548.550584204
264,0.01,3,0.001,0.1,1.0,0.5306666666666666,1.158553686688484,0.884,0.706,0.31333333333333335,0.24433333333333335,0.30233333333333334,0.734,26559.0,0:05:29.577567,14575878.149303235
