,N,average,min,max,std,5_percentile,95_percentile
0,2,0.08029143039999999,0.05210567111111109,0.40442766222222215,0.09558256016109132,0.05210567111111109,0.40442766222222215
1,3,0.033091088132171834,0.011893987858962955,0.5403769745256295,0.07308150671148418,0.011893987858962955,0.13252903761540735
2,4,0.010267934619401422,0.002715000961939277,0.22562712668078072,0.02520555827884397,0.002715000961939277,0.039430948550033984
3,5,0.0035680348109026773,0.0006197442195786721,0.08193332947801243,0.010420903783765603,0.0006197442195786721,0.011096027931381695
4,6,0.0008940664069911484,0.0001414669471891582,0.027265822631092604,0.002209698129813476,0.0001414669471891582,0.003011130581526241
5,7,0.000374549955412434,3.22921884783785e-05,0.008547668286707255,0.0012101655293358352,3.22921884783785e-05,0.0007965154994538363
6,8,0.0001113731433000492,7.371230223331197e-06,0.002565845309024216,0.0003614311454120084,7.371230223331197e-06,0.00020673889626370964
7,9,3.871475138398061e-05,1.682606152312401e-06,0.0007452442534165079,0.00013617310550754287,1.682606152312401e-06,5.288022279148157e-05
8,10,1.3299459140221307e-05,3.840828977011773e-07,0.0002109238521821542,4.327344586248282e-05,3.840828977011773e-07,1.3369315443813414e-05
9,11,3.272036705972007e-06,8.767332278192206e-08,5.8464431029952e-05,1.0623335045871994e-05,8.767332278192206e-08,3.34817864689373e-06
10,12,2.366742802021464e-06,2.001289714702007e-08,0.00018606957854720848,1.3664898494130246e-05,2.001289714702007e-08,1.592938185753316e-05
11,13,3.869692121168995e-06,4.568277322093114e-09,0.00048150101607916075,3.472065646945814e-05,4.568277322093114e-09,4.278181188224197e-06
12,14,5.055679114216565e-07,1.0427854367231213e-09,1.5803031059163763e-05,2.4681626734916378e-06,1.0427854367231213e-09,1.1350403143315868e-06
13,15,1.0528542493435062e-07,2.380331556893311e-10,4.483253668351944e-06,5.483290337307192e-07,2.380331556893311e-10,2.9798697582649745e-07
14,16,4.17405544560281e-08,5.4335035005351296e-11,1.253343852840306e-06,1.9558590446043217e-07,5.4335035005351296e-11,7.752000420792627e-08
15,17,5.0074170776026814e-08,1.2402877323888187e-11,4.202466841723465e-06,4.194603551123406e-07,1.2402877323888187e-11,2.0005420526251033e-08
16,18,1.491549486762491e-08,2.831163463799543e-12,1.2262421687578513e-06,1.2245823125740427e-07,2.831163463799543e-12,5.126269917615689e-09
17,19,2.1463964977968774e-08,6.462602466699755e-13,3.671984556014074e-06,2.6001607975228584e-07,6.462602466699755e-13,2.5504754591202647e-08
18,20,7.70359437493193e-10,1.4751967230653304e-13,1.002068451419928e-07,7.143738324041169e-09,1.4751967230653304e-13,3.3049323328513915e-10
19,21,2.1671674711310502e-10,3.367382386517127e-14,2.814422845733056e-08,2.0074006230079354e-09,3.367382386517127e-14,8.325232908477071e-11
