,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.11202263552,0.05210567111111109,1.0,0.14717329563589326,,,0.05210567111111109,0.05210567111111109
1,3,0.04504924341776433,0.011893987858962955,1.0,0.08490912207940347,,,0.011893987858962955,0.011893987858962955
2,4,0.021674377717630113,0.002715000961939277,0.6452935904739125,0.054935242951864964,,,0.002715000961939277,0.039430948550033984
3,5,0.010364825831868325,0.0006197442195786721,0.32142299148262626,0.03388698511012991,,,0.0006197442195786721,0.011096027931381695
4,6,0.004261924226889672,0.0001414669471891582,0.4138340690614732,0.01849660208345496,,,0.0001414669471891582,0.003011130581526241
5,7,0.0020257852453111247,3.22921884783785e-05,0.19988394225092665,0.010065518967055312,,,3.22921884783785e-05,0.0007965154994538363
6,8,0.001060806450338288,7.371230223331197e-06,0.08592935026436714,0.005328156280122904,,,7.371230223331197e-06,0.00020673889626370964
7,9,0.0004293452045841937,1.682606152312401e-06,0.12754860604697832,0.0032254709689388387,,,1.682606152312401e-06,5.288022279148157e-05
8,10,0.00017212062626210294,3.840828977011773e-07,0.05528093030605227,0.0013087760120358085,,,3.840828977011773e-07,1.3369315443813414e-05
9,11,0.00011733626241265523,8.767332278192206e-08,0.02228832740779484,0.0010034216756167323,,,8.767332278192206e-08,3.34817864689373e-06
10,12,3.892144649159646e-05,2.001289714702007e-08,0.008481289679350756,0.0003702436231009287,,,2.001289714702007e-08,1.592938185753316e-05
11,13,2.491949072796765e-05,4.568277322093114e-09,0.014784662636976429,0.0003226284749979759,,,4.568277322093114e-09,4.278181188224197e-06
12,14,1.2674270137737355e-05,1.0427854367231213e-09,0.005750548449860503,0.000164290592534822,,,1.0427854367231213e-09,1.1350403143315868e-06
13,15,6.502851956227594e-06,2.380331556893311e-10,0.002141720969247263,9.043003815476147e-05,,,2.380331556893311e-10,2.9798697582649745e-07
14,16,4.524700248163672e-06,5.4335035005351296e-11,0.003906953154050081,8.099697573678128e-05,,,5.4335035005351296e-11,7.752000420792627e-08
15,17,1.1519895901801343e-06,1.2402877323888187e-11,0.0002673215958186532,1.261383000868916e-05,,,7.252495579087611e-10,2.0005420526251033e-08
16,18,7.235473401447602e-07,2.831163463799543e-12,0.0005453013878459286,1.468302938410195e-05,,,1.7512201294539512e-10,5.126269917615689e-09
17,19,6.3730482385728e-07,6.462602466699755e-13,0.0010279854987220896,1.9497342019379208e-05,,,4.215942137213176e-11,1.3053040413181339e-09
18,20,7.538627780217341e-07,1.4751967230653304e-13,0.0018143816030372476,3.3194535863834406e-05,,,1.0122331159575383e-11,3.3049323328513915e-10
19,21,4.279181327596786e-08,3.367382386517127e-14,2.282785544345377e-05,7.474623199596126e-07,,,2.4244366411337687e-12,8.325232908477071e-11
20,22,3.9303770127621546e-08,7.686611527623094e-15,4.952569393804212e-05,9.674904498810917e-07,,,5.794052829536831e-13,4.783103285430659e-10
21,23,6.0978364357624434e-09,1.7545971913720978e-15,2.4644054386214512e-06,9.28756129382467e-08,,,1.38190926925145e-13,1.252920449008099e-10
22,24,1.463510227154283e-08,4.005160522172041e-16,3.6035713430011204e-05,6.587519766338431e-07,,,3.2898463391934645e-14,3.262239198949344e-11
23,25,1.3450415058825311e-09,9.142446418611378e-17,1.936144461090748e-06,3.63205327603415e-08,,,7.818714164963372e-15,8.447085965238393e-12
24,26,4.924039495584964e-10,2.0869157691550233e-17,7.713038465115232e-08,5.324608552463705e-09,,,1.855307126550202e-15,2.1761580995528406e-12
25,27,1.3288342858754398e-09,4.763733062391199e-18,1.4925543708300791e-06,3.907924560153989e-08,,,4.3961019804968506e-16,5.580042377708393e-13
26,28,3.3619748564129705e-10,1.0874014670418308e-18,4.982570402107248e-07,9.551514112273535e-09,,,1.0402468613682414e-16,1.4246232606522158e-13
27,29,4.186348329541183e-11,2.4821750821008185e-19,2.033045074401848e-08,6.69089036420637e-10,,,2.4584552314330798e-17,3.622543497444562e-14
28,30,1.522891613346473e-10,5.665978320742134e-20,3.8519569104748606e-07,7.038799248112648e-09,,,5.803391533287237e-18,9.176977698164376e-15
29,31,5.268591884033763e-11,1.2933539846814041e-20,1.2888766037118052e-07,2.3737405128092883e-09,,,1.3684470840256402e-18,2.3166874971283036e-15
30,32,2.1513078469617254e-11,2.952296029032751e-21,4.2520804472432035e-08,7.947908696459567e-10,,,3.22352098198034e-19,1.4452998215441183e-14
31,33,4.046373230668777e-11,6.739107735605425e-22,9.987258427312338e-08,1.8412015904154993e-09,,,4.1429699451033385e-18,3.749003329712428e-15
32,34,6.922773797019134e-13,1.538313659114198e-22,5.177907917657135e-10,1.389367701256224e-11,,,1.0042461118547328e-18,9.686222029807894e-16
33,35,1.0808131073744942e-12,3.511457312538009e-23,1.4161104740982322e-09,3.667539681465293e-11,,,2.4300095816417116e-19,2.4933142687058833e-16
34,36,1.151605330262153e-13,8.015486558753425e-24,4.804791295503516e-11,1.989614902190252e-12,,,5.870273752118753e-20,6.395549867909058e-17
35,37,3.322789068055692e-14,1.829668398478115e-24,1.444249249946674e-11,5.965252290992645e-13,,,1.4158941698958664e-20,1.6350960319513965e-17
36,38,2.340878874952824e-14,4.176523064259376e-25,4.282518254396708e-11,8.013857578217741e-13,,,3.410057117765271e-21,4.16727596456843e-18
37,39,4.260369299408451e-15,9.533609981349401e-26,1.2738564268660188e-12,6.233951766048203e-14,,,8.201332832685414e-22,1.0589553002729925e-18
38,40,3.0004610130881145e-14,2.1762053717426893e-26,3.715657529266838e-11,9.672789608254115e-13,,,1.9698360910033377e-22,2.683406179351724e-19
39,41,1.6734232194653297e-15,4.967551461897978e-27,1.1956403911659067e-12,3.8304979225634424e-14,,,4.725276809317991e-23,1.7121084431750098e-18
40,42,3.860740937789697e-16,1.1339264137025782e-27,3.571436514900237e-13,9.413577216975953e-15,,,1.1321461453952068e-23,4.431541651305085e-19
41,43,1.9300279524993517e-16,2.588376027011751e-28,1.0593002828312918e-13,3.910362176845737e-15,,,2.7094458786619403e-24,1.1435096365839387e-19
42,44,1.2071006697762665e-15,5.908399677658823e-29,3.108894034903203e-12,5.707840128450855e-14,,,6.477153466601264e-25,2.942051987042479e-20
