,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.5809560043748148,0.3280234711111111,0.9999999999999999,0.26364093286900075,,,0.3280234711111111,0.8174431955555554
1,3,0.5265660255266716,0.18786997602103703,1.0,0.28110065137675816,,,0.18786997602103703,0.6083304612912592
2,4,0.478189219843264,0.10759939759978193,1.0,0.27853758969257864,,,0.10759939759978193,0.7879792112977162
3,5,0.44704498831660977,0.06162576165198177,1.0,0.27935703193846695,,,0.29149394139098256,0.6344633661255319
4,6,0.42472893389547006,0.03529512789014502,0.9999999999999999,0.2794358832048978,,,0.19327893046116548,0.4879239632506167
5,7,0.3952966760508986,0.02021469624694906,0.9974004804514794,0.2710302018426309,,,0.1257777177493208,0.6557799645970694
6,8,0.3842749279753865,0.011577630363835958,0.9988893119475687,0.2727327701524479,,,0.08067415742874076,0.5302712347903042
7,9,0.35390701302556515,0.006630894830380981,0.9995254400181312,0.266696026539092,,,0.18400340721916827,0.41525838169484625
8,10,0.3426310018050661,0.003797734499186867,0.9997972363384136,0.2642895410765885,,,0.12724022191286688,0.5634696948363083
9,11,0.32774616199949946,0.0021750891388342916,0.9900742665729543,0.26209617295928456,,,0.08660251149899725,0.4579267719559049
10,12,0.3132802123167548,0.0012457460527816931,0.9993675649015975,0.2584313319890822,,,0.05815581318921136,0.5909122620241849
11,13,0.3008977251939395,0.0007134802892965017,0.9974919745355895,0.2543849518811888,,,0.12332530257037681,0.4935060899273156
12,14,0.2881464218511408,0.0004086339443564164,0.9987614991346615,0.2507369134028371,,,0.08712712692523973,0.4028509772748602
13,15,0.27739661259128284,0.00023403828106439823,0.9993943289356408,0.24413709930355598,,,0.06074107009164448,0.37256360777718955
14,16,0.26611502088298666,0.00013404152484161635,0.9980423935374815,0.24084362157098918,,,0.04185085223685974,0.43772856588306663
15,17,0.2599524393697784,7.677004932762172e-05,0.9808295537694135,0.23758331941941724,,,0.08512708199431458,0.3586713070366825
16,18,0.24469063657047446,4.3968766251573216e-05,0.9889140546978229,0.22868478330824413,,,0.06094720988783265,0.46863393068180503
17,19,0.22986779113416728,2.51823780578177e-05,0.998539165585475,0.22826184033083108,,,0.04314184292210811,0.3917520628699952
18,20,0.22470760576181348,1.4422787326314123e-05,0.9624418620971296,0.2215200457760674,,,0.030224721835671438,0.3220334495308068
19,21,0.22132936276702253,0.00013767031262544374,0.992520325287989,0.21955732996693764,,,0.059816985103292086,0.4218588840636347
20,22,0.21502731151880478,4.7310127618749e-06,0.9956874430494541,0.22216611335816597,,,0.04322201376610127,0.3529593691490769
21,23,0.2105373525399816,4.920190192179738e-05,0.997548098341667,0.22138916233500935,,,0.030922081324251317,0.2909491495401185
22,24,0.19772725876396474,1.5518832280211691e-06,0.9844316126452687,0.21327716606542366,,,0.021920671876168137,0.23649232588148333
23,25,0.2014824868857577,1.7465514601441445e-05,0.9970480445312766,0.21219856495330408,,,0.042542300827763495,0.3196636275794984
24,26,0.18819576491075313,5.090541232146198e-07,0.9942279832516779,0.21009690330642714,,,0.030948965744362206,0.2641381200188131
25,27,0.1831067298541244,6.164102441064284e-06,0.9895620143051683,0.20477298153525847,,,0.022317109463565504,0.21550082385489147
26,28,0.17401205978108608,3.6549575024343877e-06,0.9577272874086808,0.19845090152182288,,,0.04138586648570609,0.2907125658968566
27,29,0.17475530622800908,2.164661708119464e-06,0.9718276188690492,0.20140247159817484,,,0.03052260748527062,0.24072405651569093
28,30,0.16753790632008617,1.2806359845484502e-06,0.9815339214822179,0.1971398335707041,,,0.02232120904857519,0.19702550480090414
29,31,0.1689663296856471,8.87530097574703e-06,0.9880820997398809,0.19806002819437205,,,0.01619440783382298,0.26528264257940115
30,32,0.15844873950966853,4.468860962480119e-07,0.9973485083359824,0.18914683134158589,,,0.02979187305310651,0.22007844299042112
31,33,0.15302837574665998,2.6597616137516105e-05,0.9874776715097683,0.18763712985964126,,,0.02204554820062756,0.18062708769706978
32,34,0.15193811051711756,1.5538259648311702e-07,0.980294073912395,0.1872935280102122,,,0.016189264641554662,0.24276362980668634
33,35,0.1504965379760154,1.2092647874534448e-06,0.994861101658026,0.18288589982306902,,,0.02886026678899051,0.2017335530038436
34,36,0.14166954809401675,7.316858305493861e-07,0.9798400004338488,0.176715944711859,,,0.021572328720523656,0.16597375983438628
35,37,0.13369592137412367,4.0139904855596e-06,0.9700595962738066,0.17312218591180165,,,0.01600693530308377,0.22268989210247386
36,38,0.130977584695086,2.4878282311350176e-06,0.9794804075742312,0.16887811237461867,,,0.011794899804461472,0.18533081823267272
37,39,0.12714600039174526,1.5388227506494167e-06,0.9405224065344222,0.16709738246823166,,,0.00863385914972759,0.1528077021329726
38,40,0.12919884618968716,9.500017557767872e-07,0.9573597094210029,0.17055178984800168,,,0.015694549218580472,0.20469740463815556
39,41,0.12267346024326302,5.854207707713268e-07,0.9858159844785188,0.16318160707889326,,,0.011672152538466861,0.17058857352474865
40,42,0.12001568744552903,3.601282708950842e-07,0.957694781538122,0.1615485380906237,,,0.00862524328033117,0.14092391255707842
41,43,0.11355922291189403,1.7149697774008444e-06,0.8978513896856319,0.15801239048730273,,,0.0063348435046248425,0.11543900231975293
42,44,0.11312057371159409,1.0767189974804974e-06,0.9901905063193217,0.15770637824851283,,,0.011462743215794546,0.1572810340775357
