,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.060091636242962945,0.05210567111111109,0.40442766222222215,0.05243906460941879,,,0.05210567111111109,0.05210567111111109
1,3,0.01563367440141273,0.011893987858962955,0.13252903761540735,0.02090818061635575,,,0.011893987858962955,0.011893987858962955
2,4,0.004320008300079594,0.002715000961939277,0.22562712668078072,0.00916643736657899,,,0.002715000961939277,0.002715000961939277
3,5,0.0011226058377452174,0.0006197442195786721,0.011096027931381695,0.002239475646811997,,,0.0006197442195786721,0.0006197442195786721
4,6,0.0003417276754780657,0.0001414669471891582,0.027265822631092604,0.0010920025019283228,,,0.0001414669471891582,0.0001414669471891582
5,7,8.717044544245183e-05,3.22921884783785e-05,0.008547668286707255,0.0003239314762855396,,,3.22921884783785e-05,3.22921884783785e-05
6,8,2.8681211499067736e-05,7.371230223331197e-06,0.002565845309024216,0.0001410306333560811,,,7.371230223331197e-06,7.371230223331197e-06
7,9,7.736046469829619e-06,1.682606152312401e-06,0.0007452442534165079,4.263476978242831e-05,,,1.682606152312401e-06,1.682606152312401e-06
8,10,3.0606328608198514e-06,3.840828977011773e-07,0.001991991856296666,3.9182131799885146e-05,,,3.840828977011773e-07,3.840828977011773e-07
9,11,7.71592247192384e-07,8.767332278192206e-08,5.8464431029952e-05,4.589904668475428e-06,,,8.767332278192206e-08,8.767332278192206e-08
10,12,1.7945753568758585e-07,2.001289714702007e-08,1.592938185753316e-05,1.0318903677215506e-06,,,2.001289714702007e-08,2.001289714702007e-08
11,13,9.712846192013425e-08,4.568277322093114e-09,5.476671742189637e-05,1.1022029432183808e-06,,,4.568277322093114e-09,4.568277322093114e-09
12,14,1.671997807730275e-08,1.0427854367231213e-09,1.5803031059163763e-05,2.966685487744595e-07,,,1.0427854367231213e-09,1.0427854367231213e-09
13,15,8.065847414237491e-09,2.380331556893311e-10,4.483253668351944e-06,1.1983088868411407e-07,,,2.380331556893311e-10,2.380331556893311e-10
14,16,1.1306789786533738e-09,5.4335035005351296e-11,7.752000420792627e-08,7.346036188554368e-09,,,5.4335035005351296e-11,5.4335035005351296e-11
15,17,2.09170519218333e-09,1.2402877323888187e-11,4.202466841723465e-06,7.75044397468593e-08,,,1.2402877323888187e-11,1.2402877323888187e-11
16,18,5.299816995306205e-10,2.831163463799543e-12,1.2262421687578513e-06,2.2454940618269044e-08,,,2.831163463799543e-12,2.831163463799543e-12
17,19,3.126573847837642e-11,6.462602466699755e-13,2.5504754591202647e-08,4.863909383443319e-10,,,6.462602466699755e-13,6.462602466699755e-13
18,20,1.3494117965159617e-11,1.4751967230653304e-13,6.829231953505104e-09,2.1926124392307313e-10,,,1.4751967230653304e-13,1.4751967230653304e-13
19,21,2.883308744586461e-12,3.367382386517127e-14,1.8139386584873496e-09,4.785601314684785e-11,,,3.367382386517127e-14,3.367382386517127e-14
20,22,9.605987924345523e-13,7.686611527623094e-15,4.783103285430659e-10,1.5359067792143775e-11,,,7.686611527623094e-15,7.686611527623094e-15
21,23,2.947465943169577e-13,1.7545971913720978e-15,1.252920449008099e-10,4.6240115490521155e-12,,,1.7545971913720978e-15,1.7545971913720978e-15
22,24,9.569710235114253e-14,4.005160522172041e-16,3.262239198949344e-11,1.4665779435140966e-12,,,4.005160522172041e-16,4.005160522172041e-16
23,25,1.1034512997577578e-14,9.142446418611378e-17,8.447085965238393e-12,1.6064914519515987e-13,,,9.142446418611378e-17,9.142446418611378e-17
24,26,1.835016474873587e-14,2.0869157691550233e-17,4.2937189226508924e-11,7.858304399711562e-13,,,2.0869157691550233e-17,2.0869157691550233e-17
25,27,1.503885439449837e-15,4.763733062391199e-18,5.580042377708393e-13,2.2938047134436138e-14,,,4.763733062391199e-18,4.763733062391199e-18
26,28,4.2230493655842916e-16,1.0874014670418308e-18,1.4246232606522158e-13,6.400654256024558e-15,,,1.0874014670418308e-18,1.0874014670418308e-18
27,29,4.3597506473149604e-16,2.4821750821008185e-19,8.064428953825714e-13,1.486659664287436e-14,,,2.4821750821008185e-19,2.4584552314330798e-17
28,30,1.237381201169256e-16,5.665978320742134e-20,2.1204040727027372e-13,3.92012028673162e-15,,,5.665978320742134e-20,5.665978320742134e-20
29,31,2.2753743473660235e-17,1.2933539846814041e-20,5.548393655515786e-14,1.0145862228764295e-15,,,1.2933539846814041e-20,1.3684470840256402e-18
30,32,2.0183627234953237e-18,2.952296029032751e-21,5.829288230836066e-16,2.826343776527058e-17,,,2.952296029032751e-21,3.22352098198034e-19
31,33,6.977239666034868e-19,6.739107735605425e-22,1.4622889113480367e-16,8.461189144469959e-18,,,6.739107735605425e-22,7.586062420414342e-20
32,34,2.7460259290238234e-19,1.538313659114198e-22,3.657644955533893e-17,2.9045302614279545e-18,,,1.538313659114198e-22,1.783653122598159e-20
33,35,1.5559527206517809e-19,3.511457312538009e-23,2.4933142687058833e-16,4.6103614302324845e-18,,,3.511457312538009e-23,4.19020232063677e-21
34,36,1.085688219908504e-20,8.015486558753425e-24,2.2702813852369904e-18,1.3753329472059916e-19,,,8.015486558753425e-24,9.835826029573133e-22
35,37,1.4110424488858675e-20,1.829668398478115e-24,1.6350960319513965e-17,4.235835221504145e-19,,,1.829668398478115e-24,2.3070494032866463e-22
36,38,7.298995072216548e-22,4.176523064259376e-25,1.3956259514621493e-19,8.827096215882793e-21,,,4.176523064259376e-25,5.407426380440868e-23
37,39,1.0146291875200012e-21,9.533609981349401e-26,1.0589553002729925e-18,2.749025956432061e-20,,,9.533609981349401e-26,1.2665668157698795e-23
38,40,1.5208965326736221e-22,2.1762053717426893e-26,2.683406179351724e-19,4.941185109341695e-21,,,2.1762053717426893e-26,2.964723897560112e-24
39,41,3.512963974891528e-23,4.967551461897978e-27,6.781730887408387e-20,1.245955080001513e-21,,,4.967551461897978e-27,6.935421439385835e-25
40,42,2.614628483395604e-23,1.1339264137025782e-27,1.7096112082675122e-20,6.247801782085425e-22,,,1.1339264137025782e-27,1.6214617843790936e-25
41,43,2.4347052824640067e-24,2.588376027011751e-28,4.299421085870026e-21,7.913432919266156e-23,,,2.588376027011751e-28,3.7887656475761505e-26
42,44,1.1422798528768966e-24,5.908399677658823e-29,1.0787673955424905e-21,2.8041267108202764e-23,,,5.908399677658823e-29,8.848242657458413e-27
