,N,average,min,max,std,5_percentile,95_percentile
0,2,0.06091372088888887,0.05210567111111109,0.40442766222222215,0.05500625323201568,0.05210567111111109,0.05210567111111109
1,3,0.014909864102874064,0.011893987858962955,0.13252903761540735,0.018834141106642163,0.011893987858962955,0.011893987858962955
2,4,0.004734378079284484,0.002715000961939277,0.039430948550033984,0.00837051136185759,0.002715000961939277,0.039430948550033984
3,5,0.0010911769866098083,0.0006197442195786721,0.011096027931381695,0.002171776822011849,0.0006197442195786721,0.0006197442195786721
4,6,0.00043492022549721497,0.0001414669471891582,0.027265822631092604,0.0020113333501356255,0.0001414669471891582,0.003011130581526241
5,7,0.0001627547497317005,3.22921884783785e-05,0.008547668286707255,0.0006424188326334035,3.22921884783785e-05,0.0007965154994538363
6,8,3.910352889117159e-05,7.371230223331197e-06,0.002565845309024216,0.00018840917858655934,7.371230223331197e-06,0.00020673889626370964
7,9,6.0344035666417806e-06,1.682606152312401e-06,5.288022279148157e-05,1.4278078126092438e-05,1.682606152312401e-06,5.288022279148157e-05
8,10,2.41067418508186e-06,3.840828977011773e-07,0.0002109238521821542,1.5171490362730096e-05,3.840828977011773e-07,1.3369315443813414e-05
9,11,2.833036422286305e-07,8.767332278192206e-08,3.34817864689373e-06,7.743271119022409e-07,8.767332278192206e-08,3.34817864689373e-06
10,12,2.440605953603874e-07,2.001289714702007e-08,1.592938185753316e-05,1.5917350993594438e-06,2.001289714702007e-08,8.319380047658439e-07
11,13,9.075827733527026e-08,4.568277322093114e-09,4.278181188224197e-06,5.205402799543275e-07,4.568277322093114e-09,2.0534833504614354e-07
12,14,1.164846172071543e-08,1.0427854367231213e-09,1.1350403143315868e-06,8.099927056288912e-08,1.0427854367231213e-09,5.039967183190301e-08
13,15,3.3564012381367966e-09,2.380331556893311e-10,2.9798697582649745e-07,2.1288954686946283e-08,2.380331556893311e-10,1.2309317371196185e-08
14,16,4.0703542671859254e-10,5.4335035005351296e-11,2.993504965949028e-09,9.55117175869506e-10,5.4335035005351296e-11,2.993504965949028e-09
