,N,average,min,max,std,5_percentile,95_percentile
0,2,0.12080845937777777,0.05210567111111109,0.40442766222222215,0.13959022186880657,0.05210567111111109,0.40442766222222215
1,3,0.04696411885416294,0.011893987858962955,0.5403769745256295,0.07895494504217435,0.011893987858962955,0.13252903761540735
2,4,0.013939529378210892,0.002715000961939277,0.22562712668078072,0.026479860602799773,0.002715000961939277,0.039430948550033984
3,5,0.009599241134707037,0.0006197442195786721,0.08193332947801243,0.021105520944353532,0.0006197442195786721,0.08193332947801243
4,6,0.0040416539816081065,0.0001414669471891582,0.13660083632493225,0.01710118482177029,0.0001414669471891582,0.0042238651840041455
5,7,0.0011682653717027488,3.22921884783785e-05,0.05222336175693974,0.0041973910170835975,3.22921884783785e-05,0.008547668286707255
6,8,0.0008814860413834288,7.371230223331197e-06,0.01851737324951232,0.0031861391353553365,7.371230223331197e-06,0.002565845309024216
7,9,0.0006210763343146299,1.682606152312401e-06,0.03390528053610317,0.0034863468162056764,1.682606152312401e-06,0.0007452442534165079
8,10,0.0006218142655087277,3.840828977011773e-07,0.05528093030605227,0.005499078835381831,3.840828977011773e-07,0.0002109238521821542
9,11,0.00010796576660504171,8.767332278192206e-08,0.004397383564786785,0.0005459370774919258,8.767332278192206e-08,0.0006174823085880267
10,12,5.2757748704675877e-05,2.001289714702007e-08,0.0014803077686696632,0.00023303081164681455,2.001289714702007e-08,0.00018606957854720848
11,13,3.888363083275833e-05,4.568277322093114e-09,0.003078398572814467,0.00030937028981882996,4.568277322093114e-09,5.476671742189637e-05
12,14,1.6148577157060895e-05,1.0427854367231213e-09,0.0010742861650299398,0.00010899801848471527,1.0427854367231213e-09,1.5803031059163763e-05
13,15,4.1117425811688324e-06,2.380331556893311e-10,0.0003626629622183912,2.702504889006008e-05,2.380331556893311e-10,4.483253668351944e-06
14,16,6.898266562525913e-07,5.4335035005351296e-11,1.4172983114886858e-05,2.7737658087055595e-06,5.4335035005351296e-11,1.253343852840306e-06
15,17,2.703248896788998e-07,1.2402877323888187e-11,4.202466841723465e-06,9.106036025602923e-07,1.2402877323888187e-11,5.387486670723977e-07
16,18,9.772088747196704e-08,2.831163463799543e-12,1.1940650991434063e-05,8.570788678595023e-07,2.831163463799543e-12,9.440117356942774e-08
17,19,4.6887524440696207e-07,6.462602466699755e-13,2.9856094934844034e-05,3.6272927413483857e-06,6.462602466699755e-13,3.5276274473777183e-07
18,20,1.7152179104528592e-08,1.4751967230653304e-13,1.110430443525109e-06,1.1200440225700325e-07,1.4751967230653304e-13,1.002068451419928e-07
19,21,3.9634503395101914e-08,3.367382386517127e-14,3.0594885060056007e-06,3.0705440759650033e-07,3.367382386517127e-14,2.814422845733056e-08
20,22,2.1914654798733518e-08,7.686611527623094e-15,9.536742004200109e-07,1.3397194451188275e-07,7.686611527623094e-15,7.824266143236626e-09
21,23,5.55270444895267e-09,1.7545971913720978e-15,2.9272928370688065e-07,3.581550705067696e-08,1.7545971913720978e-15,3.459044538343691e-09
22,24,5.566747760271405e-09,4.005160522172041e-16,7.884505606687132e-07,5.654249550713893e-08,4.005160522172041e-16,9.646019573899976e-10
23,25,1.474641900514907e-09,9.142446418611378e-17,2.483593134112851e-07,1.760491303859483e-08,9.142446418611378e-17,1.5954274861683247e-10
24,26,7.062777732626764e-11,2.0869157691550233e-17,7.824178735364431e-09,5.640793334986784e-10,2.0869157691550233e-17,4.2937189226508924e-11
25,27,1.8465692080676095e-10,4.763733062391199e-18,2.3644475339074948e-08,1.7010193548616864e-09,4.763733062391199e-18,1.8134643348203105e-10
26,28,4.880937338860608e-11,1.0874014670418308e-18,7.162257525465184e-09,5.107063715680185e-10,1.0874014670418308e-18,5.025526345005543e-11
27,29,2.4438529834740248e-11,2.4821750821008185e-19,2.1458029660163105e-09,2.140596795539457e-10,2.4821750821008185e-19,1.3826357208590025e-11
