,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.07936864312888887,0.05210567111111109,1.0,0.09995576133726931,,,0.05210567111111109,0.05210567111111109
1,3,0.025996732519158502,0.011893987858962955,0.5403769745256295,0.05079469830459877,,,0.011893987858962955,0.011893987858962955
2,4,0.009844843372895621,0.002715000961939277,0.22562712668078072,0.022700596845997997,,,0.002715000961939277,0.002715000961939277
3,5,0.0034057515807421885,0.0006197442195786721,0.32142299148262626,0.01120938134871139,,,0.0006197442195786721,0.0006197442195786721
4,6,0.001145842343805989,0.0001414669471891582,0.13660083632493225,0.0041689051436600505,,,0.0001414669471891582,0.0001414669471891582
5,7,0.0005922746625048522,3.22921884783785e-05,0.19988394225092665,0.004520969801030138,,,3.22921884783785e-05,0.0007965154994538363
6,8,0.00025157258950171533,7.371230223331197e-06,0.08592935026436714,0.0024334258148158362,,,7.371230223331197e-06,0.00020673889626370964
7,9,8.301369270515566e-05,1.682606152312401e-06,0.03390528053610317,0.0007526903658746,,,1.682606152312401e-06,5.288022279148157e-05
8,10,2.7630542755524384e-05,3.840828977011773e-07,0.012529630766154083,0.0002710851506770031,,,3.840828977011773e-07,1.3369315443813414e-05
9,11,1.394442658291374e-05,8.767332278192206e-08,0.004397383564786785,0.00016755311219445376,,,8.767332278192206e-08,3.34817864689373e-06
10,12,3.1098657697264564e-06,2.001289714702007e-08,0.00018606957854720848,1.7909382283451962e-05,,,2.001289714702007e-08,8.319380047658439e-07
11,13,2.177452764231238e-06,4.568277322093114e-09,0.00048150101607916075,2.395081527043202e-05,,,4.568277322093114e-09,2.0534833504614354e-07
12,14,5.333116440581184e-07,1.0427854367231213e-09,0.0001521759333287279,5.847578001308892e-06,,,1.0427854367231213e-09,5.039967183190301e-08
13,15,2.754282073354423e-07,2.380331556893311e-10,0.0003626629622183912,6.805739492944411e-06,,,2.380331556893311e-10,1.2309317371196185e-08
14,16,5.0765265306912476e-08,5.4335035005351296e-11,1.4172983114886858e-05,5.428273780770826e-07,,,5.4335035005351296e-11,2.993504965949028e-09
15,17,2.2110502023355192e-08,1.2402877323888187e-11,4.202466841723465e-06,2.2262728046450676e-07,,,1.2402877323888187e-11,7.252495579087611e-10
16,18,4.669098992777193e-08,2.831163463799543e-12,9.042536452856889e-05,1.680839207315998e-06,,,2.831163463799543e-12,1.7512201294539512e-10
17,19,2.163328747909154e-09,6.462602466699755e-13,3.5276274473777183e-07,2.0749166797849906e-08,,,6.462602466699755e-13,4.215942137213176e-11
18,20,1.5423482099548327e-09,1.4751967230653304e-13,1.110430443525109e-06,2.9575165944354692e-08,,,1.4751967230653304e-13,1.0122331159575383e-11
19,21,2.4487518964781815e-10,3.367382386517127e-14,2.814422845733056e-08,2.1352067227773528e-09,,,3.367382386517127e-14,2.4244366411337687e-12
20,22,2.06415938842928e-10,7.686611527623094e-15,9.723210032524994e-08,3.177158035046406e-09,,,7.686611527623094e-15,5.794052829536831e-13
21,23,1.0977642281100662e-10,1.7545971913720978e-15,2.8233094425850862e-08,1.5552368168542013e-09,,,1.7545971913720978e-15,1.38190926925145e-13
22,24,4.0782368040337175e-11,4.005160522172041e-16,8.107873268112063e-09,5.14823703311054e-10,,,4.005160522172041e-16,3.2898463391934645e-14
23,25,3.25546969489464e-11,9.142446418611378e-17,2.6483541866538094e-08,8.422879020007961e-10,,,9.142446418611378e-17,3.2131557950210437e-13
24,26,1.919158426384253e-12,2.0869157691550233e-17,6.492860980561914e-10,2.699502676091378e-11,,,2.0869157691550233e-17,7.93795986259214e-14
25,27,1.659973063043345e-12,4.763733062391199e-18,2.287074924065752e-09,4.316962413747083e-11,,,4.763733062391199e-18,1.9551518732806668e-14
26,28,3.4135110894287557e-13,1.0874014670418308e-18,6.620140569326083e-10,1.2193241416637554e-11,,,1.0874014670418308e-18,4.802221852916878e-15
27,29,2.6322893617012407e-13,2.4821750821008185e-19,1.8989940404233948e-10,6.063778143665444e-12,,,2.4821750821008185e-19,1.1764664927404843e-15
28,30,1.2030765379910638e-13,5.665978320742134e-20,5.401796469917389e-11,2.223700709189175e-12,,,5.665978320742134e-20,2.875208032489407e-16
29,31,1.178196400752598e-14,1.2933539846814041e-20,1.524646067325732e-11,2.8755204073955774e-13,,,1.2933539846814041e-20,7.011008604758039e-17
30,32,5.66803332494999e-15,2.952296029032751e-21,4.272160611052285e-12,1.359454807027014e-13,,,2.952296029032751e-21,1.7059871871439734e-17
31,33,6.580948605853122e-14,6.739107735605425e-22,1.75429434724071e-10,3.2153527172016615e-12,,,6.739107735605425e-22,4.1429699451033385e-18
32,34,6.884858728130133e-16,1.538313659114198e-22,3.288227628924314e-13,1.348589520174877e-14,,,1.538313659114198e-22,1.0042461118547328e-18
33,35,1.0732335652361057e-15,3.511457312538009e-23,1.2825232502375975e-12,3.330697007446833e-14,,,3.511457312538009e-23,2.4300095816417116e-19
34,36,1.771973137310923e-16,8.015486558753425e-24,3.625201801119606e-13,6.694116457791284e-15,,,9.835826029573133e-22,5.870273752118753e-20
35,37,8.413143363314876e-17,1.829668398478115e-24,1.0182303428215261e-13,2.642299657866902e-15,,,2.3070494032866463e-22,1.4158941698958664e-20
36,38,8.443648587390659e-18,4.176523064259376e-25,1.818551302144255e-15,1.1049216393367172e-16,,,5.407426380440868e-23,3.410057117765271e-21
37,39,7.758145037147437e-18,9.533609981349401e-26,7.892888270784376e-15,2.062020986217299e-16,,,1.2665668157698795e-23,8.201332832685414e-22
38,40,1.9156114915964722e-18,2.1762053717426893e-26,2.179670634929909e-15,5.66591678352103e-17,,,2.964723897560112e-24,1.9698360910033377e-22
39,41,3.667502878092176e-18,4.967551461897978e-27,8.700356363318472e-15,1.5994454198540886e-16,,,6.935421439385835e-25,4.725276809317991e-23
40,42,1.5100610913452661e-19,1.1339264137025782e-27,1.637706150738116e-16,4.2637537111700016e-18,,,1.6214617843790936e-25,1.1321461453952068e-23
41,43,3.177539788983984e-19,2.588376027011751e-28,6.852276771964255e-16,1.2639479889838907e-17,,,3.7887656475761505e-26,2.7094458786619403e-24
42,44,1.438322037377054e-19,5.908399677658823e-29,1.908188411989983e-16,4.939881931706662e-18,,,8.848242657458413e-27,6.477153466601264e-25
