,N,average,min,max,std,5_percentile,95_percentile
0,2,0.010791673200000003,0.003528360000000001,0.11527164000000001,0.027547608280829056,0.003528360000000001,0.11527164000000001
1,3,0.0019437285463200006,0.0002095845840000001,0.16782450458400003,0.012099095448134806,0.0002095845840000001,0.010165910832000002
2,4,0.0003840791578224481,1.2449324289600008e-05,0.019530831300868804,0.002374569326967917,1.2449324289600008e-05,0.0008009903631312004
3,5,2.8649899932600692e-05,7.394898628022405e-07,0.0019135429148328146,0.0001905869336264743,7.394898628022405e-07,5.9288661996791076e-05
4,6,2.0076193361987892e-05,4.392569785045309e-08,0.0036576544650503777,0.00025814044190720936,4.392569785045309e-08,4.217310687561178e-06
5,7,2.593099237844338e-07,2.609186452316914e-09,1.4031025490865945e-05,1.7027727375832804e-06,2.609186452316914e-09,2.918247662392702e-07
6,8,3.682421587134145e-08,1.5498567526762471e-10,1.1079332892820948e-06,1.885152762811903e-07,1.5498567526762471e-10,1.978859189166194e-08
7,9,3.3931407694020246e-08,9.206149110896909e-12,3.1549510940129775e-06,3.139496133872205e-07,9.206149110896909e-12,1.3212218845214472e-09
8,10,3.363441525781636e-10,5.468452571872765e-13,6.2575498874301015e-09,1.3589450267688002e-09,5.468452571872765e-13,3.9566038397596924e-10
9,11,1.088734429479078e-11,3.2482608276924226e-14,4.536622380102512e-10,6.330762294092084e-11,3.2482608276924226e-14,5.6904717462908e-12
10,12,3.18655844514595e-10,1.9294669316492994e-15,6.176825292154132e-08,4.357732627757309e-09,1.9294669316492994e-15,3.6856716307494843e-13
11,13,8.281867476872565e-13,1.146103357399684e-16,1.3241566368182666e-10,9.345749444434731e-12,1.146103357399684e-16,2.2652939565330775e-12
12,14,5.915804166612362e-14,6.8078539429541245e-18,9.996225918215516e-12,7.053205369129164e-13,6.8078539429541245e-18,1.5685796698332198e-13
13,15,4.330024073458325e-15,4.04386524211475e-19,7.413164232865143e-13,5.2300595458582536e-14,4.04386524211475e-19,1.0743352907523872e-14
14,16,1.6951810802254342e-15,2.402055953816162e-20,5.413939328803592e-14,9.225457141618277e-15,2.402055953816162e-20,7.288820504826315e-16
15,17,1.1516021984009884e-15,1.4268212365668005e-21,2.1741265561567445e-13,1.5337657473035342e-14,1.4268212365668005e-21,4.904254315891741e-17
16,18,8.603526685506978e-17,8.475318145206795e-23,1.658403105633556e-14,1.16983827519853e-15,8.475318145206795e-23,3.2757475258849712e-18
17,19,1.288402329736969e-17,5.0343389782528375e-24,1.2464621007037615e-15,1.2400951001343865e-16,5.0343389782528375e-24,2.173814077075776e-19
18,20,4.912132475920551e-19,2.990397353082186e-25,9.246341248202502e-17,6.522543178306393e-18,2.990397353082186e-25,1.4341878238459596e-20
19,21,7.781733280700885e-17,1.7762960277308186e-26,1.5562969826782627e-14,1.097713356066173e-15,1.7762960277308186e-26,9.412692934978053e-22
20,22,5.055071509659191e-21,1.0551198404721064e-27,4.917908342776087e-19,4.8927266030952955e-20,1.0551198404721064e-27,6.148405150068204e-23
21,23,1.0867779893775672e-20,6.267411852404313e-29,2.1350184044756127e-18,1.505976771099656e-19,6.267411852404313e-29,3.9988837885899974e-24
22,24,1.3960415083079553e-24,3.722842640328163e-30,3.017762916467671e-23,6.2483452897829475e-24,3.722842640328163e-30,2.590630205776096e-25
23,25,1.0660483759662111e-24,2.211368528354929e-31,1.779199965691597e-22,1.2549647446155048e-23,2.211368528354929e-31,2.0362258495370968e-24
24,26,4.433823533773281e-24,1.313552905842828e-32,8.72752350472443e-22,6.15597659135347e-23,1.313552905842828e-32,1.3668112576517223e-25
25,27,4.773925747353818e-27,7.802504260706398e-34,8.700953436135124e-25,6.137012111045329e-26,7.802504260706398e-34,5.220971783351312e-28
26,28,3.4768677277624484e-28,4.6346875308596016e-35,6.027211929525083e-26,4.2509314459558324e-27,4.6346875308596016e-35,6.072782945538927e-28
27,29,1.733360951710037e-27,2.753004393330604e-36,3.2965171663247744e-25,2.3252773803405257e-26,2.753004393330604e-36,4.02236456832689e-29
28,30,7.778871059310077e-27,1.6352846096383789e-37,1.5543142213668881e-24,1.0963099325328795e-25,1.6352846096383789e-37,2.6540942161713448e-30
29,31,1.058772470838439e-31,9.713590581251972e-39,1.9391329394763307e-29,1.3676370447231773e-30,9.713590581251972e-39,1.7450381934290561e-31
30,32,3.3769947538809317e-32,5.769872805263672e-40,1.3159832585228778e-30,2.0534044286051914e-31,5.769872805263672e-40,1.1435328031481013e-32
