,N,average,min,max,std,5_percentile,95_percentile
31,33,4.190254640664583e-32,3.427304446326622e-41,8.187506845676042e-30,5.774942870334374e-31,3.427304446326622e-41,7.470318837308076e-34
32,34,1.8422823259731803e-34,2.0358188411180135e-42,5.984831410935796e-33,1.0202113084806975e-33,2.0358188411180135e-42,4.865861343680913e-35
33,35,1.5678388536781105e-32,1.2092763916241002e-43,3.134040337983227e-30,2.210548247702998e-31,1.2092763916241002e-43,3.160721285655598e-36
34,36,5.542130539267039e-35,7.183101766247156e-45,2.722913244245843e-33,3.8110204478000794e-34,7.183101766247156e-45,2.6808250731217654e-35
35,37,1.9063429629385937e-36,4.266762449150812e-46,1.8695688734598646e-34,1.8599956294522716e-35,4.266762449150812e-46,1.323511645128859e-38
36,38,4.2030238033004726e-39,2.5344568947955823e-47,1.1847951038758757e-37,2.17644374885405e-38,2.5344568947955823e-47,8.53423047018121e-40
37,39,4.553502320017065e-39,1.505467395508576e-48,8.708253751048571e-37,6.142057284768051e-38,1.505467395508576e-48,5.490995124328375e-41
38,40,6.068775140877289e-40,8.942476329320943e-50,5.910171940575462e-38,5.879614217411013e-39,8.942476329320943e-50,3.525633530172962e-42
39,41,4.135644728148649e-41,5.311830939616641e-51,3.997279236009826e-39,3.976410849666907e-40,5.311830939616641e-51,1.9170266326832972e-42
40,42,1.1306129353538293e-43,3.1552275781322853e-52,2.2349533497568455e-42,4.868128618041252e-43,3.1552275781322853e-52,1.2547575998646375e-43
41,43,9.872132535601954e-44,1.8742051814105776e-53,1.810835031726073e-41,1.2771037383560964e-42,1.8742051814105776e-53,1.4634848561159768e-43
42,44,1.2522176748330293e-44,1.1132778777578833e-54,1.2132913944115562e-42,1.2069636292157537e-43,1.1132778777578833e-54,5.339145528651239e-46
