,N,average,min,max,std,5_percentile,95_percentile
15,17,2.0285845451372393e-18,7.207784049719631e-19,1.3150139242149963e-16,1.3012506796353495e-17,7.207784049719631e-19,7.207784049719631e-19
16,18,6.174668335926483e-20,6.174668335926484e-20,6.174668335926484e-20,1.2037062152420224e-35,6.174668335926484e-20,6.174668335926484e-20
17,19,2.1379892024284387e-20,5.289632541110355e-21,1.0779735980860457e-18,1.303873724669005e-19,5.289632541110355e-21,5.289632541110355e-21
18,20,2.871388864399404e-21,4.531451876884537e-22,9.718289225612648e-20,1.510192692069947e-20,4.531451876884537e-22,4.531451876884537e-22
19,21,2.563404564654608e-22,3.881943774531087e-23,8.73966018655131e-21,1.3584183265169172e-21,3.881943774531087e-23,3.881943774531087e-23
20,22,1.113419113411006e-23,3.325531833514965e-24,7.841914618930248e-22,7.769517904737892e-23,3.325531833514965e-24,3.325531833514965e-24
21,23,2.033257875776328e-24,2.8488722707111534e-25,7.021971317527965e-23,1.0918571201622569e-23,2.8488722707111534e-25,2.8488722707111534e-25
22,24,1.4943664533606327e-25,2.4405339119092215e-26,6.275970649967647e-24,8.752191435187976e-25,2.4405339119092215e-26,2.4405339119092215e-26
23,25,1.0458704701660975e-26,2.090724051202233e-27,5.599561007484518e-25,6.780990766545114e-26,2.090724051202233e-27,2.090724051202233e-27
24,26,2.167188798834869e-27,1.7910536038632464e-28,4.9881191321599937e-26,9.739579980553643e-27,1.7910536038632464e-28,1.7910536038632464e-28
25,27,2.364220607992883e-28,1.5343359206428477e-29,4.436917391063625e-27,9.636597188124603e-28,1.5343359206428477e-29,2.364220607992129e-28
26,28,1.5062780311073586e-29,1.3144144386840397e-30,3.9412486793552827e-28,7.219061067072912e-29,1.3144144386840397e-30,1.3144144386840397e-30
27,29,8.09653005940595e-31,1.126015035805994e-31,3.496517662158037e-29,4.8793605165199666e-30,1.126015035805994e-31,1.126015035805994e-31
28,30,8.686267655380075e-32,9.646195473404681e-33,3.0983054386892462e-30,4.8221676979044105e-31,9.646195473404681e-33,9.646195473404681e-33
29,31,7.6617319096385e-33,8.263574122216677e-34,2.742413373088951e-31,4.2686900054671594e-32,8.263574122216677e-34,8.263574122216677e-34
30,32,6.752441867733991e-34,7.079128498032288e-35,2.424890735670336e-32,3.774807161823863e-33,7.079128498032288e-35,7.079128498032288e-35
31,33,1.1286372549887845e-34,6.064453413314326e-36,2.1420498951245964e-33,4.655272342646784e-34,6.064453413314326e-36,1.12863725498842e-34
32,34,7.117990475120005e-36,5.195215090739273e-37,1.890472062532475e-34,3.4647572560412863e-35,5.195215090739273e-37,5.195215090739273e-37
33,35,5.432723007304236e-37,4.4505675943999774e-38,1.6670059835491462e-35,2.8361070831970606e-36,4.4505675943999774e-38,4.4505675943999774e-38
34,36,9.170958266823111e-38,3.812652905869314e-39,1.4687614822785657e-36,3.479060707995427e-37,3.812652905869314e-39,1.4687614822785657e-36
35,37,4.19611682629863e-39,3.266172656028046e-40,1.2930993595546366e-37,2.2002905902568443e-38,3.266172656028046e-40,3.266172656028046e-40
36,38,9.358368540957796e-40,2.798021241997359e-41,1.1376188233367551e-38,3.078691660608617e-39,2.798021241997359e-41,1.1376188233367551e-38
37,39,3.232936337115955e-41,2.3969715306444045e-42,1.0001433662144826e-39,1.7020278482399686e-40,2.3969715306444045e-42,2.3969715306444045e-42
38,40,9.318592402399953e-41,2.05340561125204e-43,1.8333326316793682e-38,1.2930531747210362e-39,2.05340561125204e-43,2.05340561125204e-43
39,41,2.4852299666129737e-43,1.7590841403059143e-44,7.715329350010999e-42,1.3131358208787665e-42,1.7590841403059143e-44,1.7590841403059143e-44
40,42,4.203835824047869e-44,1.5069487468620666e-45,6.770304403071393e-43,1.6042794053234008e-43,1.5069487468620666e-45,6.770304403071393e-43
41,43,3.0914802383750806e-45,1.290952759811837e-46,5.937679452385914e-44,1.291273668293954e-44,1.290952759811837e-46,3.091480238374071e-45
42,44,2.7073861278773846e-46,1.1059161975721404e-47,5.204648178216062e-45,1.1319164838037234e-45,1.1059161975721404e-47,2.7073861278764986e-46
