,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.03285863385185185,0.007338777777777778,1.0,0.08496644857783935,,,0.007338777777777778,0.007338777777777778
1,3,0.007756573996123455,0.0006286886296296297,1.0,0.0340494425457375,,,0.0006286886296296297,0.0006286886296296297
2,4,0.0021811043650891778,5.385765927160494e-05,0.30109489685924695,0.013873982052855635,,,5.385765927160494e-05,5.385765927160494e-05
3,5,0.00040687904173859155,4.6138061442674905e-06,0.061603414849682195,0.0031283999394880985,,,4.6138061442674905e-06,0.0002508330717809547
4,6,0.00011259126853095636,3.952493930255817e-07,0.010312322452633745,0.0008496280201095358,,,3.952493930255817e-07,2.5706589900477032e-05
5,7,2.310465078809375e-05,3.385969800252483e-08,0.016903227825654468,0.0003338801494006543,,,3.385969800252483e-08,2.5635875631639227e-06
6,8,8.418958024129958e-06,2.900647462216294e-09,0.0028418973737243643,0.00011819070397404909,,,2.900647462216294e-09,2.5057305178468455e-07
7,9,1.231326070577299e-06,2.4848879926319587e-10,0.0004327227562936732,1.7920576646141286e-05,,,2.4848879926319587e-10,2.4117916765841078e-08
8,10,2.1601445006817743e-07,2.1287207136880444e-11,6.122803028586052e-05,2.9824964846575375e-06,,,2.1287207136880444e-11,2.2933031284000346e-09
9,11,1.2506795490282064e-07,1.8236040780594248e-12,0.00012487746000853245,3.2571360688439935e-06,,,1.8236040780594248e-12,2.1592323772509062e-10
10,12,1.4046039168387792e-08,1.5622208268709074e-13,1.8183335396189136e-05,3.415409248551619e-07,,,1.5622208268709074e-13,2.01648060271551e-11
11,13,5.8040028467515735e-09,1.3383025083527439e-14,2.5145410959764366e-06,1.0335814857670414e-07,,,1.3383025083527439e-14,1.87029077392985e-12
12,14,7.309222420580337e-10,1.1464791488221841e-15,3.333143561009932e-07,1.3672549541005796e-08,,,1.1464791488221841e-15,1.7245812223469576e-13
13,15,8.321446878000136e-11,9.821504708243377e-17,4.264569646870265e-08,1.5681075753264782e-09,,,9.821504708243377e-17,1.1905917690345567e-12
14,16,9.649720584461037e-11,8.413755700061826e-18,1.0489723440661818e-07,2.7291847526186567e-09,,,8.413755700061826e-18,1.1646077166070343e-13
15,17,8.605657977116253e-11,7.207784049719631e-19,2.3499701997896281e-07,4.297190482242891e-09,,,7.207784049719631e-19,1.1298232108291863e-14
16,18,9.28604857572934e-13,6.174668335926484e-20,1.7702883176162814e-09,3.2633980969249e-11,,,6.174668335926484e-20,1.0881179904143941e-15
17,19,2.176489182093793e-13,5.289632541110355e-21,2.2095145741193675e-10,5.748239433645235e-12,,,5.289632541110355e-21,1.0411824230395303e-16
18,20,2.4979582028534114e-13,4.531451876884537e-22,5.812091663823088e-10,1.0665881636083298e-11,,,9.718289225612648e-20,9.905089950555319e-18
19,21,1.169546118582722e-14,3.881943774531087e-23,3.2264779136887924e-12,1.861635682524992e-13,,,8.73966018655131e-21,9.373935969170906e-19
20,22,6.657082900272593e-14,3.325531833514965e-24,1.8840487533928094e-10,3.4433843878905665e-12,,,7.841914618930248e-22,8.829434743313417e-20
21,23,4.889764413591401e-16,2.8488722707111534e-25,1.1458347561502913e-12,2.1006681831423057e-14,,,7.021971317527965e-23,8.28089482342935e-21
22,24,1.2303483754280243e-16,2.4405339119092215e-26,1.3827544899877856e-13,3.5880041989269456e-15,,,6.275970649967647e-24,7.736008809537118e-22
23,25,2.775201506136349e-18,2.090724051202233e-27,5.630921031984143e-16,3.703023318429821e-17,,,5.599561007484518e-25,7.20101379659884e-23
24,26,3.7017963249814825e-16,1.7910536038632464e-28,1.0548848030994637e-12,1.927681738805556e-14,,,4.9881191321599937e-26,5.7286797393222425e-22
25,27,2.2691078669606907e-18,1.5343359206428477e-29,5.958138394954852e-15,1.0898445132605983e-16,,,4.436917391063625e-27,5.518421820120964e-23
26,28,3.1546707255557695e-19,1.3144144386840397e-30,7.132756686305406e-16,1.3084451701947946e-17,,,3.9412486793552827e-28,5.292446242633096e-24
27,29,3.466158534795489e-20,1.126015035805994e-31,8.424179898671165e-17,1.542956091174024e-18,,,3.496517662158037e-29,5.054970291142061e-25
28,30,9.663639535793122e-20,9.646195473404681e-33,2.57878444559136e-16,4.717472680759631e-18,,,3.0983054386892462e-30,4.809789464809975e-26
29,31,4.580747192078976e-22,8.263574122216677e-34,1.1329863559103622e-18,2.0740378817024096e-20,,,2.742413373088951e-31,4.560273330400005e-27
30,32,6.014001052343521e-23,7.079128498032288e-35,1.2924742054671227e-19,2.3715639993696836e-21,,,2.424890735670336e-32,4.309372704224591e-28
31,33,2.674778609226973e-23,6.064453413314326e-36,1.4598128818508726e-20,5.961524874625591e-22,,,2.1420498951245964e-33,4.059635367239774e-29
32,34,2.345826585870331e-24,5.195215090739273e-37,1.6335869098834694e-21,5.966113217174962e-23,,,1.890472062532475e-34,3.813227950650289e-30
33,35,4.093874401080487e-24,4.4505675943999774e-38,5.8292968060896734e-21,1.5056560276755556e-22,,,1.6670059835491462e-35,3.571962027295457e-31
34,36,6.879086709299948e-24,3.812652905869314e-39,1.925626775893223e-20,3.51922026653881e-22,,,1.4687614822785657e-36,3.337322801551344e-32
35,37,7.580559392735316e-25,3.266172656028046e-40,2.2577225326335538e-21,4.121334874482788e-23,,,1.2930993595546366e-37,3.110499105874793e-33
36,38,9.355923834303328e-26,2.798021241997359e-41,2.621772664993061e-22,4.790729264943069e-24,,,1.1376188233367551e-38,2.709118987268762e-32
37,39,3.794404729316699e-28,2.3969715306444045e-42,9.384027224049476e-25,1.7172710705048835e-26,,,2.033330182756993e-37,2.5852749571193043e-33
38,40,6.83520948659637e-26,2.05340561125204e-43,1.0063789016382489e-22,2.5983224252925e-24,,,1.8333326316793682e-38,2.460103361789114e-34
39,41,1.4716240051215858e-28,1.7590841403059143e-44,3.8968471583793796e-25,7.125253943471338e-27,,,1.6508979541835967e-39,2.3347000037548083e-35
40,42,1.7442758757628817e-30,1.5069487468620666e-45,1.238314347906107e-27,4.521090470230992e-29,,,1.4848130754408817e-40,2.2100309121287518e-36
41,43,5.246230700157577e-29,1.290952759811837e-46,1.5691926033527424e-25,2.8644633878852823e-27,,,1.3338930178864381e-41,2.08693677569311e-37
42,44,5.770073283398312e-31,1.1059161975721404e-47,5.408343950298347e-28,1.7107175557863853e-29,,,1.196991867782364e-42,1.9661388858914606e-38
