,N,average,min,max,std,5_percentile,95_percentile
22,24,2.9659299626958236e-17,2.4405339119092215e-26,5.0030378021383366e-15,3.534433178618224e-16,2.4405339119092215e-26,3.4261444268832033e-18
23,25,8.861675318095794e-18,2.090724051202233e-27,5.630921031984143e-16,6.843798592284331e-17,2.090724051202233e-27,3.491270543997083e-19
24,26,3.153211639775767e-19,1.7910536038632464e-28,6.2624539765274e-17,4.416991324713669e-18,1.7910536038632464e-28,3.5320123951986703e-20
25,27,2.2200178947812234e-18,1.5343359206428477e-29,2.2186855209195224e-16,2.207551176111154e-17,1.5343359206428477e-29,3.549549569385558e-21
26,28,7.432424205948217e-22,1.3144144386840397e-30,1.824661727877685e-20,3.5734516584490474e-21,1.3144144386840397e-30,3.545348499526689e-22
27,29,1.2840245173412788e-21,1.126015035805994e-31,8.095737218722621e-20,9.838064441096264e-21,1.126015035805994e-31,1.2781483045350197e-22
28,30,9.369985272495208e-23,9.646195473404681e-33,8.660960292988217e-21,8.617767838405555e-22,9.646195473404681e-33,3.478591403143896e-24
29,31,1.0395870206262546e-23,8.263574122216677e-34,9.192195193135652e-22,9.146077102876083e-23,8.263574122216677e-34,1.978898713907078e-23
30,32,3.96061656564392e-23,7.079128498032288e-35,3.856288507116706e-21,3.8371198007947515e-22,7.079128498032288e-35,2.0079373876211564e-24
31,33,7.738877380168969e-23,6.064453413314326e-36,1.4598128818508726e-20,1.0301915481361516e-21,6.064453413314326e-36,2.0261204001718444e-25
32,34,2.3197634650182934e-25,5.195215090739273e-37,4.514966826750272e-23,3.1849983832623172e-24,5.195215090739273e-37,2.033865581445483e-26
33,35,2.91723751692075e-23,4.4505675943999774e-38,5.8292968060896734e-21,4.111600608719419e-22,4.4505675943999774e-38,2.031703732116309e-27
34,36,1.0256659395237883e-25,3.812652905869314e-39,1.9941986340403845e-23,1.4068457290742669e-24,3.812652905869314e-39,2.0202557677592046e-28
35,37,3.007903017617908e-28,3.266172656028046e-40,5.419844176680698e-26,3.824857668129468e-27,3.266172656028046e-40,2.0002111257541144e-29
36,38,1.2694428621140934e-27,2.798021241997359e-41,2.361140701651626e-25,1.6662035397826774e-26,2.798021241997359e-41,7.681745549520961e-30
37,39,6.071755180767332e-30,2.3969715306444045e-42,5.934483102179891e-28,5.904513688364271e-29,2.3969715306444045e-42,1.937314112985522e-31
38,40,1.365913447847848e-29,2.05340561125204e-43,2.7208965532290994e-27,1.9191112899395466e-28,2.05340561125204e-43,7.721722196863223e-32
39,41,1.5455104041212201e-30,1.7590841403059143e-44,2.8940049882098466e-28,2.0420123947451845e-29,1.7590841403059143e-44,1.8491863563967273e-33
40,42,6.351623354492883e-30,1.5069487468620666e-45,1.238314347906107e-27,8.735821000117695e-29,1.5069487468620666e-45,1.1865741065383186e-32
41,43,6.871672903334762e-31,1.290952759811837e-46,1.3406617722226248e-28,9.457714466527903e-30,5.937679452385914e-44,1.1808595672026865e-33
42,44,7.221753857098399e-32,1.1059161975721404e-47,1.4428466102388323e-29,1.017687703168863e-30,5.204648178216062e-45,1.1708816687482446e-34
