,N,average,min,max,std,5_percentile,95_percentile
0,2,0.018054986400000007,0.003528360000000001,0.11527164000000001,0.03757964883690926,0.003528360000000001,0.11527164000000001
1,3,0.00372765413988,0.0002095845840000001,0.16782450458400003,0.016938404902824465,0.0002095845840000001,0.010165910832000002
2,4,0.0008503339160162882,1.2449324289600008e-05,0.019530831300868804,0.003305441194581523,1.2449324289600008e-05,0.0008009903631312004
3,5,8.349588621292965e-05,7.394898628022405e-07,0.0019135429148328146,0.00034947894550871203,7.394898628022405e-07,5.9288661996791076e-05
4,6,6.977369517328927e-05,4.392569785045309e-08,0.0036576544650503777,0.00044509587379518346,4.392569785045309e-08,0.00016943136461525086
5,7,4.70026307039754e-06,2.609186452316914e-09,0.00037663181678109745,3.752680863213586e-05,2.609186452316914e-09,1.4031025490865945e-05
6,8,1.0128719115187293e-06,1.5498567526762471e-10,3.55695124935057e-05,5.543724209103513e-06,1.5498567526762471e-10,1.1079332892820948e-06
7,9,1.206319239133926e-07,9.206149110896909e-12,3.1549510940129775e-06,5.784879667263053e-07,9.206149110896909e-12,8.442438691665367e-08
8,10,8.660994954287577e-08,5.468452571872765e-13,7.487157225055181e-06,7.456057906139596e-07,5.468452571872765e-13,1.928535605896292e-08
9,11,1.1828060827171829e-08,3.2482608276924226e-14,6.957020802913535e-07,8.454880477560009e-08,3.2482608276924226e-14,2.1734583619216367e-08
10,12,8.660725175234076e-09,1.9294669316492994e-15,1.5832094386090907e-06,1.1178601166005625e-07,1.9294669316492994e-15,1.7177489680538948e-09
11,13,1.6328715981732743e-09,1.146103357399684e-16,1.5214185935138172e-07,1.514478318811448e-08,1.146103357399684e-16,1.3241566368182666e-10
12,14,1.622633964127234e-11,6.8078539429541245e-18,4.3846425809085444e-10,8.046108288910847e-11,6.8078539429541245e-18,9.996225918215516e-12
13,15,1.7880537142731974e-10,4.04386524211475e-19,3.3153405678507457e-08,2.3407855159827713e-09,4.04386524211475e-19,7.413164232865143e-13
14,16,5.968931637453161e-13,2.402055953816162e-20,1.0726486196444457e-10,7.571646142819385e-12,2.402055953816162e-20,5.413939328803592e-14
15,17,8.10781532242188e-15,1.4268212365668005e-21,2.1741265561567445e-13,3.9881771859540614e-14,1.4268212365668005e-21,3.901466417993298e-15
16,18,4.055596214040223e-15,8.475318145206795e-23,7.395670794699555e-13,5.2190583625007394e-14,8.475318145206795e-23,2.778765213240796e-16
17,19,3.394507279435813e-13,5.0343389782528375e-24,6.554149408193367e-11,4.624687279190734e-12,5.0343389782528375e-24,1.2464621007037615e-15
18,20,9.905733942282696e-16,2.990397353082186e-25,1.8744434472115438e-13,1.3225654162873089e-14,2.990397353082186e-25,9.246341248202502e-17
19,21,2.4306979222690983e-16,1.7762960277308186e-26,1.5562969826782627e-14,1.891394031413722e-15,1.7762960277308186e-26,6.779009881561064e-18
20,22,7.091058903746755e-18,1.0551198404721064e-27,1.2693146905666692e-15,8.958433758316795e-17,1.0551198404721064e-27,4.917908342776087e-19
21,23,1.6058179522239547e-18,6.267411852404313e-29,1.0188040731623089e-16,1.2380438206520949e-17,6.267411852404313e-29,1.4032271509633315e-19
22,24,8.483234679900917e-20,3.722842640328163e-30,8.059894505833878e-18,8.019124114493922e-19,3.722842640328163e-30,2.51742287166439e-21
23,25,2.753063825590021e-19,2.211368528354929e-31,2.7167112086191304e-17,2.7030930403646396e-18,2.211368528354929e-31,1.1875434372045313e-20
24,26,4.1812253869319706e-19,1.313552905842828e-32,8.33303897614544e-17,5.877500621791648e-18,1.313552905842828e-32,5.549715326237604e-23
25,27,9.410233399812143e-22,7.802504260706398e-34,1.7668303656146795e-19,1.2466152630407739e-20,7.802504260706398e-34,4.0057744950131186e-24
26,28,7.568707070994592e-23,4.6346875308596016e-35,1.3979747418028672e-20,9.864104602476769e-22,4.6346875308596016e-35,4.5952821754775155e-24
27,29,5.895754441784945e-24,2.753004393330604e-36,1.0936469178682826e-21,7.716434491448588e-23,2.753004393330604e-36,2.0426387189113848e-26
28,30,8.718879575470593e-25,1.6352846096383789e-37,8.466524870572376e-23,8.423665312880942e-24,1.6352846096383789e-37,2.348609044887473e-26
29,31,3.5991323350676224e-26,9.713590581251972e-39,6.4911037297376876e-24,4.580061878906664e-25,4.777974572441415e-36,1.66260461450753e-27
30,32,7.658897874312061e-27,5.769872805263672e-40,4.931924564551544e-25,5.993347343816997e-26,5.769872805263672e-40,1.1699819853046164e-28
31,33,9.984853631975145e-27,3.427304446326622e-41,1.9182961749870845e-24,1.3532710286093808e-25,1.7943842834545598e-38,3.811044705898187e-29
32,34,1.6131363354545168e-29,2.0358188411180135e-42,2.7778719518131875e-27,1.960059044990077e-28,1.098101489994157e-39,4.37359598190955e-29
33,35,2.2211588074184453e-30,1.2092763916241002e-43,2.0614363774354454e-28,2.0506332553045533e-29,6.714211970760852e-41,3.134040337983227e-30
34,36,2.3700585876972835e-31,7.183101766247156e-45,1.5192810423873575e-29,1.846116355482985e-30,7.183101766247156e-45,2.2330273104417725e-31
35,37,2.3532892901585358e-32,4.266762449150812e-46,1.1124914879982436e-30,1.556245085537119e-31,4.266762449150812e-46,1.582535442156177e-32
36,38,2.859306638685851e-32,2.5344568947955823e-47,4.980707107656594e-30,3.5144659576005163e-31,1.527594825569872e-44,5.108449953633956e-33
37,39,1.018668213852163e-31,1.505467395508576e-48,2.034302457991487e-29,1.4348579214010655e-30,9.312304279409512e-46,7.830798669320104e-35
38,40,7.94034470222925e-33,8.942476329320943e-50,1.5582900211868952e-30,1.0991863117123787e-31,5.673113005190788e-47,5.470592757399771e-36
39,41,3.0118828729057244e-32,5.311830939616641e-51,6.021542952340663e-30,4.2472081954634255e-31,3.453942057436921e-48,3.805442870625993e-37
40,42,4.781347609693314e-35,3.1552275781322853e-52,8.956351978705282e-33,6.318555333638802e-34,3.1552275781322853e-52,2.6364171500909236e-38
41,43,2.7940682233604444e-37,1.8742051814105776e-53,1.0896417553175844e-35,1.7003757726022285e-36,1.2780312409776384e-50,1.5259396468709557e-37
42,44,1.3954356468474696e-35,1.1132778777578833e-54,2.788367240152916e-33,1.9667293828138848e-34,7.767793310770652e-52,1.0775493319044041e-38
