,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.009810627148148149,0.007338777777777778,1.0,0.025646497651283663,,,0.007338777777777778,0.007338777777777778
1,3,0.0012438236503703702,0.0006286886296296297,0.23561235529629632,0.005369679186868763,,,0.0006286886296296297,0.0006286886296296297
2,4,0.0001213044931269465,5.385765927160494e-05,0.002353181540703704,0.00038798587656441804,,,5.385765927160494e-05,5.385765927160494e-05
3,5,1.6653321467877232e-05,4.6138061442674905e-06,0.0055067042440878275,0.00014865484532695851,,,4.6138061442674905e-06,4.6138061442674905e-06
4,6,1.6750150627165364e-06,3.952493930255817e-07,0.0007010860355419102,1.3729487828675157e-05,,,3.952493930255817e-07,3.952493930255817e-07
5,7,2.4810894591343144e-07,3.385969800252483e-08,8.35640957437598e-05,3.085030249960011e-06,,,3.385969800252483e-08,3.385969800252483e-08
6,8,2.9601724306942056e-08,2.900647462216294e-09,9.502631097301639e-06,3.508412496372634e-07,,,2.900647462216294e-09,2.900647462216294e-09
7,9,3.758533072371757e-09,2.4848879926319587e-10,1.043166024350637e-06,4.6872471879329505e-08,,,2.4848879926319587e-10,2.4848879926319587e-10
8,10,4.751098633266205e-10,2.1287207136880444e-11,1.1141637131560528e-07,5.765460339012217e-09,,,2.1287207136880444e-11,2.1287207136880444e-11
9,11,5.827620696133558e-11,1.8236040780594248e-12,1.1641512636437284e-08,7.046493547401274e-10,,,1.8236040780594248e-12,1.8236040780594248e-12
10,12,6.986688110002133e-12,1.5622208268709074e-13,1.1947153962147683e-09,7.854924238780076e-11,,,1.5622208268709074e-13,1.5622208268709074e-13
11,13,6.543052113147068e-13,1.3383025083527439e-14,1.2078463991989398e-10,7.630536924880352e-12,,,1.3383025083527439e-14,1.3383025083527439e-14
12,14,2.5424250874551567e-13,1.1464791488221841e-15,5.19451601784469e-10,9.521383867320906e-12,,,1.1464791488221841e-15,1.1464791488221841e-15
13,15,6.114192589360075e-14,9.821504708243377e-17,5.552406634436566e-11,1.7561131360207434e-12,,,9.821504708243377e-17,9.821504708243377e-17
14,16,2.7622919477782184e-15,8.413755700061826e-18,5.845159424321255e-12,1.0704236851697541e-13,,,8.413755700061826e-18,8.413755700061826e-18
15,17,3.08154487411769e-16,7.207784049719631e-19,6.072192895719573e-13,1.112803967349368e-14,,,7.207784049719631e-19,7.207784049719631e-19
16,18,5.355709695445091e-17,6.174668335926484e-20,6.234880269767921e-14,1.612506134499322e-15,,,6.174668335926484e-20,6.174668335926484e-20
17,19,2.988069265138397e-18,5.289632541110355e-21,6.336116647003412e-15,1.1597083349358536e-16,,,5.289632541110355e-21,5.289632541110355e-21
18,20,1.0453623493502171e-19,4.531451876884537e-22,9.905089950555319e-18,9.51792891801778e-19,,,4.531451876884537e-22,4.531451876884537e-22
19,21,5.1727219051714604e-20,3.881943774531087e-23,6.371126807238468e-17,1.6465215194737448e-18,,,3.881943774531087e-23,3.881943774531087e-23
20,22,9.648251972043204e-22,3.325531833514965e-24,8.829434743313417e-20,8.632176898049918e-21,,,3.325531833514965e-24,3.325531833514965e-24
21,23,5.431493121400814e-22,2.8488722707111534e-25,6.217173648311664e-19,1.6074105778984277e-20,,,2.8488722707111534e-25,2.8488722707111534e-25
22,24,5.150865348747045e-23,2.4405339119092215e-26,6.083195242075882e-20,1.572307203453192e-21,,,2.4405339119092215e-26,2.4405339119092215e-26
23,25,7.106817897608366e-24,2.090724051202233e-27,5.918599662863683e-21,1.8724014417441326e-22,,,2.090724051202233e-27,2.090724051202233e-27
24,26,4.968512800583191e-25,1.7910536038632464e-28,5.7286797393222425e-22,1.4807188040633163e-23,,,1.7910536038632464e-28,1.7910536038632464e-28
25,27,8.177719179166871e-26,1.5343359206428477e-29,5.518421820120964e-23,2.0145211042601904e-24,,,1.5343359206428477e-29,1.5343359206428477e-29
26,28,4.314227242171794e-27,1.3144144386840397e-30,5.292446242633096e-24,1.3673288294251904e-25,,,1.3144144386840397e-30,1.3144144386840397e-30
27,29,1.0974421848697347e-27,1.126015035805994e-31,5.054970291142061e-25,2.2589196216123905e-26,,,1.126015035805994e-31,1.126015035805994e-31
28,30,5.875920925630725e-29,9.646195473404681e-33,4.809789464809975e-26,1.5214523192164579e-27,,,9.646195473404681e-33,9.646195473404681e-33
29,31,1.0156203091050276e-29,8.263574122216677e-34,4.560273330400005e-27,2.037949496790433e-28,,,8.263574122216677e-34,8.263574122216677e-34
30,32,5.133519119802362e-31,7.079128498032288e-35,4.309372704224591e-28,1.3629254849621892e-29,,,7.079128498032288e-35,7.079128498032288e-35
31,33,8.979725356238932e-32,6.064453413314326e-36,4.059635367239774e-29,1.8141311103335056e-30,,,6.064453413314326e-36,6.064453413314326e-36
32,34,1.4862786037205147e-32,5.195215090739273e-37,3.813227950650289e-30,2.3048487017708805e-31,,,5.195215090739273e-37,5.195215090739273e-37
33,35,7.814652127528555e-34,4.4505675943999774e-38,3.571962027295457e-31,1.596122919961775e-32,,,4.4505675943999774e-38,4.4505675943999774e-38
34,36,4.0538933224621285e-35,3.812652905869314e-39,3.337322801551344e-32,1.0554720528428908e-33,,,3.812652905869314e-39,3.812652905869314e-39
35,37,5.891301433492609e-36,3.266172656028046e-40,3.110499105874793e-33,1.2691570626127458e-34,,,3.266172656028046e-40,3.266172656028046e-40
36,38,1.8714481876273975e-35,2.798021241997359e-41,2.709118987268762e-32,6.993608742807334e-34,,,2.798021241997359e-41,2.798021241997359e-41
37,39,1.03976550786868e-37,2.3969715306444045e-42,2.683752991508312e-35,1.6220991144419807e-36,,,2.3969715306444045e-42,2.3969715306444045e-42
38,40,8.678710438929361e-38,2.05340561125204e-43,2.460103361789114e-34,4.4918221919893716e-36,,,2.05340561125204e-43,2.05340561125204e-43
39,41,1.0578512476278304e-39,1.7590841403059143e-44,2.2964408557652145e-37,1.5083309705187004e-38,,,1.7590841403059143e-44,7.715329350010999e-42
40,42,8.615157180225475e-40,1.5069487468620666e-45,2.2100309121287518e-36,4.037177155213943e-38,,,1.5069487468620666e-45,6.770304403071393e-43
41,43,7.456886776961627e-41,1.290952759811837e-46,2.08693677569311e-37,3.810643646090425e-39,,,1.290952759811837e-46,5.937679452385914e-44
42,44,9.334723672936588e-43,1.1059161975721404e-47,1.7927875376365198e-40,1.2644207243693916e-41,,,1.1059161975721404e-47,5.204648178216062e-45
