,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.03129156811111111,0.007338777777777778,1.0,0.07887625868731442,,,0.007338777777777778,0.007338777777777778
1,3,0.007407388267456789,0.0006286886296296297,1.0,0.032499495957592404,,,0.0006286886296296297,0.0006286886296296297
2,4,0.0014858590086137945,5.385765927160494e-05,0.30109489685924695,0.009333426883619133,,,5.385765927160494e-05,5.385765927160494e-05
3,5,0.0005552099521965885,4.6138061442674905e-06,0.3609677673616381,0.007452890074030886,,,4.6138061442674905e-06,0.0002508330717809547
4,6,0.0001176876310444873,3.952493930255817e-07,0.08724896104820642,0.0023012825263197404,,,3.952493930255817e-07,2.5706589900477032e-05
5,7,2.7073941366016944e-05,3.385969800252483e-08,0.016903227825654468,0.0004526738679812422,,,3.385969800252483e-08,2.5635875631639227e-06
6,8,1.8755333694974318e-05,2.900647462216294e-09,0.025340026096812532,0.0004828019628308258,,,2.900647462216294e-09,2.5057305178468455e-07
7,9,1.0354255208855902e-06,2.4848879926319587e-10,0.0004327227562936732,1.6062481738311314e-05,,,2.4848879926319587e-10,2.4117916765841078e-08
8,10,3.2653190472634e-07,2.1287207136880444e-11,6.122803028586052e-05,3.8868628884455885e-06,,,2.1287207136880444e-11,2.2933031284000346e-09
9,11,7.715029975813497e-08,1.8236040780594248e-12,0.00012487746000853245,2.318508937667327e-06,,,1.8236040780594248e-12,2.1592323772509062e-10
10,12,2.3885229941419227e-08,1.5622208268709074e-13,1.8183335396189136e-05,5.783607694550899e-07,,,1.5622208268709074e-13,2.01648060271551e-11
11,13,2.9929866787526254e-09,1.3383025083527439e-14,2.5145410959764366e-06,6.596423680397436e-08,,,1.3383025083527439e-14,1.87029077392985e-12
12,14,4.986480502736129e-10,1.1464791488221841e-15,3.333143561009932e-07,1.0626558085251177e-08,,,1.1464791488221841e-15,1.2057286684100778e-11
13,15,3.301540806707562e-10,9.821504708243377e-17,7.69317345549429e-07,1.4128791839131372e-08,,,9.821504708243377e-17,1.1905917690345567e-12
14,16,8.890111831534934e-11,8.413755700061826e-18,1.0489723440661818e-07,2.7225661919889386e-09,,,8.413755700061826e-18,1.1646077166070343e-13
15,17,8.04403708160317e-11,7.207784049719631e-19,2.3499701997896281e-07,4.289813312047008e-09,,,7.207784049719631e-19,1.1298232108291863e-14
16,18,3.629644564307745e-13,6.174668335926484e-20,7.578938192068028e-11,4.7939192172203835e-12,,,6.174668335926484e-20,1.0881179904143941e-15
17,19,1.144596247409394e-13,5.289632541110355e-21,2.2095145741193675e-10,4.0676356390680866e-12,,,5.289632541110355e-21,1.0411824230395303e-16
18,20,2.3599926798157974e-13,4.531451876884537e-22,5.812091663823088e-10,1.065460672340599e-11,,,9.718289225612648e-20,9.905089950555319e-18
19,21,3.186163691094632e-14,3.881943774531087e-23,7.444665576398544e-11,1.365263075893907e-12,,,8.73966018655131e-21,9.373935969170906e-19
20,22,7.66255251035325e-16,3.325531833514965e-24,3.7925347029582205e-13,1.5512501535467817e-14,,,7.841914618930248e-22,8.829434743313417e-20
21,23,6.090695661864852e-16,2.8488722707111534e-25,1.1458347561502913e-12,2.1125489620911676e-14,,,7.021971317527965e-23,8.28089482342935e-21
22,24,1.9661403279777913e-16,2.4405339119092215e-26,1.3827544899877856e-13,5.05026470797012e-15,,,6.275970649967647e-24,7.736008809537118e-22
23,25,1.451439474591816e-16,2.090724051202233e-27,3.972181909367174e-13,7.263169088836303e-15,,,5.599561007484518e-25,7.20101379659884e-23
24,26,5.060706675216633e-17,1.7910536038632464e-28,4.9041749203498686e-14,1.5508092345123258e-15,,,4.9881191321599937e-26,6.680855013870674e-24
25,27,6.154452355557373e-18,1.5343359206428477e-29,5.958138394954852e-15,1.8840025032293367e-16,,,4.436917391063625e-27,5.518421820120964e-23
26,28,4.83984023501185e-20,1.3144144386840397e-30,2.5305705476516956e-17,1.0340596183907005e-18,,,3.9412486793552827e-28,5.292446242633096e-24
27,29,7.701643046792842e-19,1.126015035805994e-31,2.1111287122834935e-15,3.859775453088229e-17,,,3.496517662158037e-29,5.054970291142061e-25
28,30,9.027779911440696e-20,9.646195473404681e-33,2.57878444559136e-16,4.7107787446550926e-18,,,3.0983054386892462e-30,4.809789464809975e-26
29,31,5.4080073143834425e-22,8.263574122216677e-34,1.1329863559103622e-18,2.080800339926706e-20,,,2.742413373088951e-31,4.560273330400005e-27
30,32,1.3737650389951825e-21,7.079128498032288e-35,3.6980969685063565e-18,6.762764122915612e-20,,,2.424890735670336e-32,4.309372704224591e-28
31,33,6.38518992298498e-24,6.064453413314326e-36,1.4598128818508726e-20,2.675452091322513e-22,,,2.1420498951245964e-33,4.059635367239774e-29
32,34,3.059043392081678e-24,5.195215090739273e-37,1.6335869098834694e-21,6.672787307689877e-23,,,1.890472062532475e-34,3.813227950650289e-30
33,35,2.1535501517682047e-25,4.4505675943999774e-38,1.812257919659372e-22,5.740399470864496e-24,,,1.6670059835491462e-35,3.571962027295457e-31
34,36,5.016082704712069e-25,3.812652905869314e-39,6.650772088425372e-22,1.7195827052458732e-23,,,1.4687614822785657e-36,3.337322801551344e-32
35,37,8.310818347257187e-25,3.266172656028046e-40,2.2577225326335538e-21,4.128045122227191e-23,,,1.2930993595546366e-37,3.110499105874793e-33
36,38,1.8390463854436906e-25,2.798021241997359e-41,2.621772664993061e-22,6.772154290162778e-24,,,1.1376188233367551e-38,2.709118987268762e-32
37,39,1.01034928679354e-27,2.3969715306444045e-42,9.384027224049476e-25,2.9686785765792335e-26,,,1.0001433662144826e-39,2.683752991508312e-35
38,40,1.2534817884299216e-27,2.05340561125204e-43,3.442693827426798e-24,6.292764407315645e-26,,,8.787057934189322e-41,2.460103361789114e-34
39,41,1.2505563887631828e-29,1.7590841403059143e-44,1.1366215857791285e-26,3.5964154237435115e-28,,,1.6508979541835967e-39,2.3347000037548083e-35
40,42,1.5087777295296387e-29,1.5069487468620666e-45,4.3775500689423853e-26,7.994063504006871e-28,,,1.4848130754408817e-40,2.2100309121287518e-36
41,43,2.4271796061654543e-31,1.290952759811837e-46,1.3406617722226248e-28,5.4732178282186094e-30,,,1.3338930178864381e-41,2.08693677569311e-37
42,44,2.1026809698005734e-32,1.1059161975721404e-47,1.4428466102388323e-29,5.269726312884464e-31,,,1.196991867782364e-42,1.9661388858914606e-38
