,N,average,min,max,std,5_percentile,95_percentile
0,2,0.4425218844444444,0.38605511111111107,0.8566115555555555,0.15291274504862457,0.38605511111111107,0.8566115555555555
1,3,0.28067556389925924,0.239868909037037,0.9457035757037036,0.13105033439515457,0.239868909037037,0.6784275152592592
2,4,0.22668486275931646,0.1490385488150123,0.8444950408154073,0.1601449429595289,0.1490385488150123,0.512359989703111
3,5,0.15701950979985418,0.0926026183303943,0.718726568127551,0.1313692375260312,0.0926026183303943,0.37478227075348425
4,6,0.11734775378068794,0.05753709352261833,0.8489668087331975,0.12128341289855023,0.05753709352261833,0.2679302423692742
5,7,0.08747179662813588,0.03574971410872019,0.7503315331811877,0.10113477801176844,0.03574971410872019,0.18826137000600715
6,8,0.0682013717868392,0.022212489032884808,0.6430821102309693,0.08935228267787845,0.022212489032884808,0.14206050571285178
7,9,0.056808194323506436,0.013801359852432426,0.5364618838953921,0.07989660880217508,0.013801359852432426,0.2740409747102917
8,10,0.043006446493532316,0.00857524492164468,0.43709183295063403,0.0676326481543873,0.00857524492164468,0.2041620354644307
9,11,0.0330510859451214,0.005328085511315228,0.34888908296919163,0.059963920650959776,0.005328085511315228,0.14988939265014528
10,12,0.02146901831055625,0.003310517131030528,0.2735345335683794,0.03917410800404759,0.003310517131030528,0.10867434567740059
11,13,0.021916576953111284,0.002056934644080301,0.2111074757536621,0.036061343231103805,0.002056934644080301,0.07794440665452212
12,14,0.010157044504444981,0.001278042058855227,0.16068306025478774,0.019275676368719186,0.001278042058855227,0.05537931930899513
13,15,0.013407472777276932,0.0007940901325687144,0.2703393558263398,0.029184646733462584,0.0007940901325687144,0.039022138215415336
14,16,0.009376258028521997,0.0004933946690360278,0.08983844747946987,0.019273885697789893,0.0004933946690360278,0.027295297616018142
15,17,0.008581307704759228,0.00030656255436105193,0.32629750841506255,0.028605311385464044,0.00030656255436105193,0.02132748982095141
16,18,0.00664825356129072,0.00019047753377633358,0.1286943661240593,0.01602741850593134,0.00019047753377633358,0.04828717719035238
17,19,0.005162716673856697,0.00011835004098636192,0.0982468439144956,0.013524306570513109,0.00011835004098636192,0.03496459939724751
18,20,0.004539853917376216,7.353482546619287e-05,0.07428396732396433,0.010930788217106623,7.353482546619287e-05,0.02513475741556831
19,21,0.005539724839965834,4.56896382229945e-05,0.2608748997089012,0.0233383072355126,4.56896382229945e-05,0.017949335668960453
20,22,0.0023878791173839067,2.838849521588725e-05,0.041388181406395275,0.006386726994670464,2.838849521588725e-05,0.01274070328286382
21,23,0.0013567625847510703,1.7638718360804607e-05,0.030540336356951362,0.004068921747001848,1.7638718360804607e-05,0.008993412109371705
22,24,0.0016262410780103064,1.0959523674846596e-05,0.06154492388760198,0.00563818842523978,1.0959523674846596e-05,0.006315847656205808
23,25,0.00116070756002309,6.809517376638018e-06,0.04671494012557288,0.004077299197966482,6.809517376638018e-06,0.004414521888319622
24,26,0.0010068988325748942,4.230980130017755e-06,0.035196986070396945,0.0038683560003111867,4.230980130017755e-06,0.0030720706643272556
25,27,0.0006087162217240513,2.6288489874510316e-06,0.026336571382618433,0.002172003360944797,2.6288489874510316e-06,0.002129164053898762
26,28,0.0005602326156893176,1.6333915042029076e-06,0.019580102437065143,0.0021643094897067475,1.6333915042029076e-06,0.0014700723332092451
27,29,0.00040501312793022145,1.01488058794474e-06,0.014469470158712722,0.0013246434602852556,1.01488058794474e-06,0.001011414798726215
28,30,0.0002252961079540269,6.305791386429982e-07,0.003077514105727438,0.0005204157962959317,6.305791386429982e-07,0.0006935533668798727
29,31,0.0005087024230530379,3.9179983814351623e-07,0.054724548045482845,0.003970007003568083,3.9179983814351623e-07,0.00047411125244965736
30,32,0.0002465199086422976,2.434382994331714e-07,0.005652330715082335,0.0008369491919765256,2.434382994331714e-07,0.001530798180802621
31,33,0.00016662265360033575,1.512563300478105e-07,0.004091643728768417,0.0006524635307855546,1.512563300478105e-07,0.0002623518860549524
32,34,0.00011507419487586736,9.398059973637291e-08,0.00294877494421911,0.00039226205023082893,9.398059973637291e-08,0.00075018181376753
33,35,0.00016244299825717777,5.839327930286637e-08,0.006972688949196712,0.0006392152030030911,5.839327930286637e-08,0.0005225052807029887
34,36,3.975301666619228e-05,3.62816908735143e-08,0.001512746415178367,0.0001291795701405633,3.62816908735143e-08,8.270195198746299e-05
35,37,0.00011694394950636554,2.2543023929410216e-08,0.011010027101309999,0.0008251488521599468,2.2543023929410216e-08,0.0002511472665943325
36,38,4.040636105475191e-05,1.4006732201473548e-08,0.0027457488478933147,0.00021563275603223974,1.4006732201473548e-08,0.00017337246952169312
37,39,4.271255731806785e-05,8.702849607848897e-09,0.0019955011552853738,0.00017200688169081182,8.702849607848897e-09,0.00011936321044081873
38,40,0.0001392437425511017,5.407370556343448e-09,0.012506685685206229,0.0009989488981328308,5.407370556343448e-09,8.197028569659735e-05
39,41,5.672297623189329e-05,3.3597795723413952e-09,0.0034005818360854927,0.00028253420817551825,3.3597795723413952e-09,0.0002678380502918738
40,42,4.0655261592807863e-05,2.08754304094812e-09,0.002507423183604156,0.00020668985402999784,2.08754304094812e-09,0.00018768085581234047
41,43,1.696202273246912e-05,1.2970600761090985e-09,0.0005363112136686572,7.713468228456773e-05,1.2970600761090985e-09,2.6175727899117787e-05
42,44,1.53633494740806e-05,8.059066606224532e-10,0.0003828887296995999,5.680916887726506e-05,8.059066606224532e-10,9.139738321131685e-05
