,N,average,min,max,std,5_percentile,95_percentile
0,2,0.03528301600000001,0.003528360000000001,1.0,0.10656490246544802,0.003528360000000001,0.11527164000000001
1,3,0.006050964546000002,0.0002095845840000001,0.16782450458400003,0.023506501576390018,0.0002095845840000001,0.010165910832000002
2,4,0.0011391669404707684,1.2449324289600008e-05,0.019530831300868804,0.004008727857211267,1.2449324289600008e-05,0.0008009903631312004
3,5,0.00032770326917574993,7.394898628022405e-07,0.0312756902248928,0.0022533178119128238,7.394898628022405e-07,0.0019135429148328146
4,6,3.4357530848579304e-05,4.392569785045309e-08,0.0036576544650503777,0.0002610723508039758,4.392569785045309e-08,0.00016943136461525086
5,7,4.1653338755159865e-05,2.609186452316914e-09,0.006118421451252338,0.00043475093769910805,2.609186452316914e-09,1.4031025490865945e-05
6,8,1.245616774082813e-06,1.5498567526762471e-10,3.55695124935057e-05,6.049342408992974e-06,1.5498567526762471e-10,1.1079332892820948e-06
7,9,2.82593217266286e-07,9.206149110896909e-12,3.1549510940129775e-06,8.760043650970467e-07,9.206149110896909e-12,3.1549510940129775e-06
8,10,4.9082475932156984e-08,5.468452571872765e-13,7.487157225055181e-06,5.298414717494752e-07,5.468452571872765e-13,6.2575498874301015e-09
9,11,4.9795716550389706e-09,3.2482608276924226e-14,6.957020802913535e-07,4.925398859630532e-08,3.2482608276924226e-14,2.1734583619216367e-08
10,12,8.678888086272137e-09,1.9294669316492994e-15,1.5832094386090907e-06,1.1178473510694161e-07,1.9294669316492994e-15,1.7177489680538948e-09
11,13,8.484548244098295e-10,1.146103357399684e-16,1.5214185935138172e-07,1.0744106897497204e-08,1.146103357399684e-16,1.3241566368182666e-10
12,14,7.9597532337803e-11,6.8078539429541245e-18,1.4008061263531397e-08,9.892652086363495e-10,6.8078539429541245e-18,9.996225918215516e-12
13,15,2.566480801658595e-11,4.04386524211475e-19,1.244498320214023e-09,1.7418959747989203e-10,4.04386524211475e-19,7.413164232865143e-13
14,16,1.5806365194696806e-11,2.402055953816162e-20,3.1398874172966535e-09,2.2146082997521005e-10,2.402055953816162e-20,5.413939328803592e-14
15,17,2.3352210800443034e-13,1.4268212365668005e-21,9.00789117168101e-12,1.4055878267791755e-12,1.4268212365668005e-21,2.1741265561567445e-13
16,18,2.6773686288827924e-13,8.475318145206795e-23,2.5544539356103124e-11,2.5420022689856958e-12,8.475318145206795e-23,1.658403105633556e-14
17,19,2.3162580179938606e-14,5.0343389782528375e-24,2.2129824327019662e-12,2.2020384700779097e-13,5.0343389782528375e-24,1.2464621007037615e-15
18,20,2.995084331560816e-14,2.990397353082186e-25,5.97469602466633e-12,4.2141220089479604e-13,2.990397353082186e-25,9.246341248202502e-17
19,21,1.711168429634479e-12,1.7762960277308186e-26,3.416534586767202e-10,2.4097899208774675e-11,1.7762960277308186e-26,3.6665350080350967e-16
20,22,7.137975380152141e-15,1.0551198404721064e-27,1.3799831059445396e-12,9.737295752682543e-14,1.0551198404721064e-27,4.917908342776087e-19
21,23,2.180497512214364e-17,6.267411852404313e-29,3.937735909424815e-15,2.779588378658224e-16,6.267411852404313e-29,2.1350184044756127e-18
22,24,8.958605540302218e-20,3.722842640328163e-30,8.059894505833878e-18,8.01874571215994e-19,3.722842640328163e-30,1.6005970402285833e-19
23,25,2.7544028104338505e-19,2.211368528354929e-31,2.7167112086191304e-17,2.7030796609930665e-18,2.211368528354929e-31,1.1875434372045313e-20
24,26,5.435214591113763e-22,1.313552905842828e-32,4.855104111062154e-20,4.82971492169963e-21,1.313552905842828e-32,8.72752350472443e-22
25,27,2.7289084447871382e-21,7.802504260706398e-34,1.7668303656146795e-19,2.147280349926545e-20,7.802504260706398e-34,6.358367837162702e-23
26,28,3.1313861235295724e-21,4.6346875308596016e-35,5.834412594200661e-19,4.1172146084399404e-20,4.6346875308596016e-35,4.5952821754775155e-24
27,29,9.352896427216333e-21,2.753004393330604e-36,1.7737423665069913e-18,1.2516466411767505e-19,1.2037641481088941e-33,1.3605124108530101e-24
