,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.6846774253511112,0.6838187377777777,0.9700479288888888,0.015653884667511952,,,0.6838187377777777,0.6838187377777777
1,3,0.5667743167514356,0.5654725082263703,0.9205111968805925,0.021459209821943638,,,0.5654725082263703,0.5654725082263703
2,4,0.4699568127461621,0.46760806613599315,0.8590658344975017,0.03023108492635774,,,0.46760806613599315,0.46760806613599315
3,5,0.38856900210735135,0.38668069682339057,0.7913175433864034,0.027577385637596406,,,0.38668069682339057,0.38668069682339057
4,6,0.3225698622088923,0.3197591575598224,0.7212883931412312,0.033476559389546454,,,0.3197591575598224,0.3197591575598224
5,7,0.26919716260732596,0.26441950602480246,0.651797066769942,0.042754309146509906,,,0.26441950602480246,0.26441950602480246
6,8,0.22341657257641667,0.21865730351544332,0.5847549235903164,0.041469343309529054,,,0.21865730351544332,0.21865730351544332
7,9,0.18388023839730477,0.1808150128537039,0.5213956288093584,0.032164589163386714,,,0.1808150128537039,0.1808150128537039
8,10,0.15348574782648788,0.1495219612958229,0.46245247687463314,0.034995401969753676,,,0.1495219612958229,0.1495219612958229
9,11,0.12791444298765597,0.12364469386089247,0.40829463564512714,0.03459990003975481,,,0.12364469386089247,0.12364469386089247
10,12,0.10611063007963467,0.10224591884336734,0.6546117186024181,0.0321230119244773,,,0.10224591884336734,0.10224591884336734
11,13,0.08792447386313175,0.08455055848887523,0.3145902430972726,0.027654133933948152,,,0.08455055848887523,0.08455055848887523
12,14,0.07312715424179668,0.06991767516640056,0.27477804168104597,0.025440013831979864,,,0.06991767516640056,0.06991767516640056
13,15,0.061140637623447076,0.05781725618426883,0.5052322966522544,0.0259130109800937,,,0.05781725618426883,0.05781725618426883
14,16,0.05127984617923441,0.0478110163806447,0.2079108532386307,0.02330936088078665,,,0.0478110163806447,0.0478110163806447
15,17,0.043116416869449815,0.03953652314570112,0.4157204414802966,0.023448248166155507,,,0.03953652314570112,0.03953652314570112
16,18,0.03600135072131913,0.03269406887328512,0.3749602070434912,0.021128053739301347,,,0.03269406887328512,0.03269406887328512
17,19,0.029253451133996314,0.027035815353615236,0.33704096094693126,0.015950493092858765,,,0.027035815353615236,0.027035815353615236
18,20,0.024352822421348303,0.02235681690974956,0.3019952501898612,0.014147265748077434,,,0.02235681690974956,0.02235681690974956
19,21,0.020704925640279617,0.018487597129902233,0.49519835962572667,0.01543013193729884,,,0.018487597129902233,0.018487597129902233
20,22,0.017282419431488335,0.01528801031995382,0.0856789201388189,0.011679495032225354,,,0.01528801031995382,0.01528801031995382
21,23,0.01424466544712538,0.012642165333913812,0.07349660001283399,0.009744292270326886,,,0.012642165333913812,0.012642165333913812
22,24,0.011861628362976077,0.010454227920124461,0.18934721579225028,0.008913968576486943,,,0.010454227920124461,0.010454227920124461
23,25,0.010137949411753356,0.00864494954141492,0.1674746195330965,0.008793788655856777,,,0.00864494954141492,0.00864494954141492
24,26,0.008435506511347036,0.007148796940780711,0.14781464243175274,0.0076118763308902215,,,0.007148796940780711,0.007148796940780711
25,27,0.007052260786273495,0.005911578483562929,0.13020236116760897,0.00665838359136542,,,0.005911578483562929,0.005911578483562929
26,28,0.006002368543277866,0.004888481300674305,0.11447304411797729,0.00604826402710088,,,0.004888481300674305,0.004888481300674305
27,29,0.004818243996642521,0.0040424481369042715,0.10046540164838329,0.0048013919009446725,,,0.0040424481369042715,0.0040424481369042715
28,30,0.004141364078323826,0.0033428351126773724,0.08802398654074753,0.004828418427784792,,,0.0033428351126773724,0.0033428351126773724
29,31,0.0034047996205757627,0.002764301782510008,0.07700089275538224,0.003531291061404801,,,0.002764301782510008,0.002764301782510008
30,32,0.0028446126994749587,0.002285893287350276,0.06725688329624707,0.003223719006450707,,,0.002285893287350276,0.002285893287350276
31,33,0.002432930033340241,0.0018902813557528549,0.05866206065936794,0.0029059413158374985,,,0.0018902813557528549,0.0018902813557528549
32,34,0.0020703898591587135,0.0015631366624505607,0.05109617691829482,0.002814532070569272,,,0.0015631366624505607,0.0015631366624505607
33,35,0.0016952011947980188,0.0012926098107357835,0.04444866536532561,0.002033332405443945,,,0.0012926098107357835,0.0012926098107357835
34,36,0.0014688581267684544,0.0010689021394911105,0.03861846200046491,0.0020417238253899327,,,0.0010689021394911105,0.0010689021394911105
35,37,0.0011480405277978464,0.0008839108092165156,0.03351367311544852,0.0014207647231957463,,,0.0008839108092165156,0.0008839108092165156
36,38,0.0009881512697049815,0.0007309353118347773,0.029051134736018988,0.0013616136210481593,,,0.0007309353118347773,0.0007309353118347773
37,39,0.0008066317080793243,0.0006044347738665719,0.025155900680054424,0.001130379915914559,,,0.0006044347738665719,0.0006044347738665719
38,40,0.0007346005665330987,0.0004998272623360638,0.021760688344960376,0.0011879927264891775,,,0.0004998272623360638,0.0004998272623360638
39,41,0.0005865857940906987,0.00041332382413443566,0.018805304920082727,0.0009260202510409059,,,0.00041332382413443566,0.00041332382413443566
40,42,0.000523927235556955,0.00034179124763756934,0.01623607138830584,0.0008478832028044928,,,0.00034179124763756934,0.00034179124763756934
41,43,0.00040064735503756555,0.000282638575713094,0.014005257297334608,0.0006630556609295311,,,0.000282638575713094,0.000282638575713094
42,44,0.00035855422099836774,0.0002337232595430145,0.012070535714685,0.0006371287740237943,,,0.0002337232595430145,0.0002337232595430145
