,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
28,30,1.1459885855543335e-27,1.6352846096383789e-37,1.5543142213668881e-24,4.0145663598109676e-26,,,1.6352846096383789e-37,1.791475962399288e-32
29,31,2.053124921672096e-28,9.713590581251972e-39,1.1441728142540474e-25,4.669020646435759e-27,,,9.713590581251972e-39,1.137360368395085e-33
30,32,2.3590462748234234e-29,5.769872805263672e-40,8.360232417074824e-27,4.312449343962987e-28,,,2.929482929037457e-37,7.205336876550646e-35
31,33,1.3150983257114105e-30,3.427304446326622e-41,6.066463111119967e-28,2.7112999495664296e-29,,,1.7943842834545598e-38,4.555517268976348e-36
32,34,8.0532320026085e-32,2.0358188411180135e-42,4.37359598190955e-29,1.784879904438967e-30,,,1.098101489994157e-39,2.874757043473687e-37
33,35,8.834719654197994e-33,1.2092763916241002e-43,3.134040337983227e-30,1.61656120657441e-31,,,6.714211970760852e-41,1.8108931099722205e-38
34,36,1.0837072556303628e-32,7.183101766247156e-45,1.5192810423873575e-29,3.923177843746516e-31,,,4.10198644802811e-42,1.1388243851204757e-39
35,37,4.36908084539134e-34,4.266762449150812e-46,1.1124914879982436e-30,2.033118663889539e-32,,,2.5041442053420185e-43,7.150449692917151e-41
36,38,1.1525224421267173e-34,2.5344568947955823e-47,8.096732275601668e-32,2.9555962261835818e-33,,,1.527594825569872e-44,4.4829069215472586e-42
37,39,8.140515189401537e-36,1.505467395508576e-48,5.859053537153619e-33,2.1384484548088214e-34,,,9.312304279409512e-46,2.8065322806921745e-43
38,40,9.802612403431785e-36,8.942476329320943e-50,2.760853059620589e-32,5.042005412146867e-34,,,5.673113005190788e-47,1.7546717087832775e-44
39,41,6.275556431954983e-38,5.311830939616641e-51,3.0193685327608885e-35,1.3491657498222463e-36,,,3.453942057436921e-48,2.2592707378508942e-43
40,42,2.988466140027339e-36,3.1552275781322853e-52,8.956351978705282e-33,1.6349257526753716e-34,,,2.1016046639355657e-49,1.4450623682799328e-44
41,43,4.1527613676157956e-39,1.8742051814105776e-53,1.0896417553175844e-35,1.9909218243237623e-37,,,1.2780312409776384e-50,9.22637843948213e-46
42,44,1.5317070171992662e-41,1.1132778777578833e-54,1.0775493319044041e-38,3.933131320019199e-40,,,7.767793310770652e-52,5.880830820837509e-47
