,N,average,min,max,std,5_percentile,95_percentile
18,20,2.6286247207503523e-14,4.531451876884537e-22,1.0021996651134811e-12,1.563749250821673e-13,4.531451876884537e-22,2.91286121457909e-14
19,21,7.384111703381927e-16,3.881943774531087e-23,1.1248836568335637e-13,7.952648939870238e-15,3.881943774531087e-23,3.0786891653017007e-15
20,22,4.1174817946870625e-15,3.325531833514965e-24,3.7925347029582205e-13,3.7752594732943904e-14,3.325531833514965e-24,3.219943746016961e-16
21,23,2.897570973040618e-17,2.8488722707111534e-25,1.3610845310428846e-15,1.9043928428875615e-16,2.8488722707111534e-25,3.3358220034699305e-17
22,24,2.892350647184966e-17,2.4405339119092215e-26,5.0030378021383366e-15,3.53351229716992e-16,2.4405339119092215e-26,3.4261444268832033e-18
23,25,5.97254966622338e-18,2.090724051202233e-27,5.630921031984143e-16,5.603584810804506e-17,2.090724051202233e-27,3.491270543997083e-19
24,26,2.6692759523298254e-20,1.7910536038632464e-28,1.667116162280139e-18,2.025656269761628e-19,1.7910536038632464e-28,3.5320123951986703e-20
25,27,4.0832825416141275e-20,1.5343359206428477e-29,6.8891354509366136e-18,4.865261864130495e-19,1.5343359206428477e-29,3.549549569385558e-21
26,28,1.2728605646431376e-19,1.3144144386840397e-30,2.5305705476516956e-17,1.784854401665658e-18,1.3144144386840397e-30,3.545348499526689e-22
27,29,2.4700830445407675e-21,1.126015035805994e-31,8.095737218722621e-20,1.3805539989039665e-20,1.126015035805994e-31,1.2781483045350197e-22
28,30,1.3600003043563045e-22,9.646195473404681e-33,8.660960292988217e-21,1.0525283805526495e-21,9.646195473404681e-33,3.478591403143896e-24
29,31,1.860513379832218e-22,8.263574122216677e-34,3.52040715170156e-20,2.484045788972203e-21,8.263574122216677e-34,1.978898713907078e-23
30,32,4.1078004967027505e-23,7.079128498032288e-35,3.856288507116706e-21,3.8374058970291087e-22,7.079128498032288e-35,2.0079373876211564e-24
31,33,4.5500417966787596e-24,6.064453413314326e-36,4.1889960747125956e-22,4.1685250432932436e-23,6.064453413314326e-36,2.0261204001718444e-25
32,34,8.200388321091777e-24,5.195215090739273e-37,1.6335869098834694e-21,1.1522073549019346e-22,5.195215090739273e-37,2.033865581445483e-26
33,35,9.347928047699685e-25,4.4505675943999774e-38,1.812257919659372e-22,1.2785040427643018e-23,4.4505675943999774e-38,7.371231422796556e-27
34,36,2.951778969502965e-28,3.812652905869314e-39,1.1180094508818251e-26,1.7437876693372037e-27,3.812652905869314e-39,2.0202557677592046e-28
35,37,5.664647096142281e-28,3.266172656028046e-40,5.419844176680698e-26,5.3925843401129865e-27,3.266172656028046e-40,2.0002111257541144e-29
36,38,1.2677692217782742e-27,2.798021241997359e-41,2.361140701651626e-25,1.6662156754579233e-26,2.798021241997359e-41,1.9723077823925077e-30
37,39,6.357945711764393e-30,2.3969715306444045e-42,5.934483102179891e-28,5.904425136758182e-29,1.0001433662144826e-39,1.937314112985522e-31
38,40,5.1852206995933025e-28,2.05340561125204e-43,1.036390207309978e-25,7.310019626427243e-27,2.05340561125204e-43,1.8960127303702058e-32
39,41,1.948523834288749e-27,1.7590841403059143e-44,3.8968471583793796e-25,2.7485889912147896e-26,1.7590841403059143e-44,1.1877394949631646e-31
40,42,7.263385912383191e-33,1.5069487468620666e-45,6.533149916509828e-31,6.499153013261885e-32,6.770304403071393e-43,1.1865741065383186e-32
41,43,1.8477834907297726e-32,1.290952759811837e-46,3.21924562925392e-30,2.2722804933247826e-31,5.937679452385914e-44,1.1808595672026865e-33
42,44,1.4610877471501895e-31,1.1059161975721404e-47,1.4428466102388323e-29,1.4356277078283527e-30,5.204648178216062e-45,1.1708816687482446e-34
