,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.0050927659200000015,0.003528360000000001,0.11527164000000001,0.013128765473938767,,,0.003528360000000001,0.003528360000000001
1,3,0.00042530498604000013,0.0002095845840000001,0.010165910832000002,0.0014495680077884123,,,0.0002095845840000001,0.0002095845840000001
2,4,3.058576818295682e-05,1.2449324289600008e-05,0.0008009903631312004,0.00011820490561505092,,,1.2449324289600008e-05,1.2449324289600008e-05
3,5,4.350219279657929e-06,7.394898628022405e-07,0.0019135429148328146,6.119797167247416e-05,,,7.394898628022405e-07,7.394898628022405e-07
4,6,3.168304150676312e-07,4.392569785045309e-08,0.00016943136461525086,4.440861377903816e-06,,,4.392569785045309e-08,4.392569785045309e-08
5,7,3.326798548939582e-08,2.609186452316914e-09,1.4031025490865945e-05,5.146966844533814e-07,,,2.609186452316914e-09,2.609186452316914e-09
6,8,2.1462762586121965e-09,1.5498567526762471e-10,1.1079332892820948e-06,3.522150002402542e-08,,,1.5498567526762471e-10,1.5498567526762471e-10
7,9,3.134715805274476e-10,9.206149110896909e-12,8.442438691665367e-08,4.36047475746062e-09,,,9.206149110896909e-12,9.206149110896909e-12
8,10,1.1768515842153717e-11,5.468452571872765e-13,6.2575498874301015e-09,1.986304780916076e-10,,,5.468452571872765e-13,5.468452571872765e-13
9,11,1.1638454801018016e-12,3.2482608276924226e-14,4.536622380102512e-10,1.8542117682572777e-11,,,3.2482608276924226e-14,3.2482608276924226e-14
10,12,1.2604757352574458e-12,1.9294669316492994e-15,1.7177489680538948e-09,4.43656520952738e-11,,,1.9294669316492994e-15,1.9294669316492994e-15
11,13,8.11331885925237e-15,1.146103357399684e-16,2.2652939565330775e-12,1.168973397571808e-13,,,1.146103357399684e-16,1.146103357399684e-16
12,14,4.053857560589196e-15,6.8078539429541245e-18,9.996225918215516e-12,1.8270788985078672e-13,,,6.8078539429541245e-18,6.8078539429541245e-18
13,15,5.947098333802254e-17,4.04386524211475e-19,1.0743352907523872e-14,7.3208848810906255e-16,,,4.04386524211475e-19,4.04386524211475e-19
14,16,2.750207164523982e-18,2.402055953816162e-20,7.288820504826315e-16,3.986921109958556e-17,,,2.402055953816162e-20,2.402055953816162e-20
15,17,1.8555118234152108e-19,1.4268212365668005e-21,4.904254315891741e-17,2.682424900107217e-18,,,1.4268212365668005e-21,1.4268212365668005e-21
16,18,1.8012369386534283e-20,8.475318145206795e-23,3.2757475258849712e-18,2.2319404531827293e-19,,,8.475318145206795e-23,8.475318145206795e-23
17,19,1.0522597052742753e-21,5.0343389782528375e-24,2.173814077075776e-19,1.3717961024004177e-20,,,5.0343389782528375e-24,5.0343389782528375e-24
18,20,5.532507526234386e-22,2.990397353082186e-25,1.3679387413659132e-18,2.4993623684486705e-20,,,2.990397353082186e-25,2.990397353082186e-25
19,21,1.0807944445018376e-23,1.7762960277308186e-26,9.412692934978053e-22,9.66342786050317e-23,,,1.7762960277308186e-26,1.7762960277308186e-26
20,22,5.778939297311427e-25,1.0551198404721064e-27,6.148405150068204e-23,5.6960338607505445e-24,,,1.0551198404721064e-27,1.0551198404721064e-27
21,23,4.9454600632999035e-25,6.267411852404313e-29,4.447185029146289e-22,1.4061173671230187e-23,,,6.267411852404313e-29,6.267411852404313e-29
22,24,3.0434340311740872e-27,3.722842640328163e-30,2.590630205776096e-25,2.7004776878048337e-26,,,3.722842640328163e-30,3.722842640328163e-30
23,25,2.2359400581657867e-28,2.211368528354929e-31,1.672263481040684e-26,1.8690135579916132e-27,,,2.211368528354929e-31,2.211368528354929e-31
24,26,1.9344238857171684e-28,1.313552905842828e-32,1.3668112576517223e-25,4.988260927521016e-27,,,1.313552905842828e-32,1.313552905842828e-32
25,27,3.869149519122893e-30,7.802504260706398e-34,9.13082700893917e-27,1.6682229730347979e-28,,,7.802504260706398e-34,7.802504260706398e-34
26,28,1.6773395830534018e-30,4.6346875308596016e-35,6.072782945538927e-28,3.131866291403979e-29,,,4.6346875308596016e-35,4.6346875308596016e-35
27,29,7.118332433654195e-32,2.753004393330604e-36,4.02236456832689e-29,1.6409181243097804e-30,,,2.753004393330604e-36,2.753004393330604e-36
28,30,1.1668386042152881e-33,1.6352846096383789e-37,2.6540942161713448e-30,4.8492531768014987e-32,,,1.6352846096383789e-37,1.6352846096383789e-37
29,31,1.3342801810968693e-34,9.713590581251972e-39,1.7450381934290561e-31,4.5057515962708194e-33,,,9.713590581251972e-39,9.713590581251972e-39
30,32,1.621170884848418e-35,5.769872805263672e-40,1.1435328031481013e-32,4.173231280468092e-34,,,5.769872805263672e-40,5.769872805263672e-40
31,33,5.788358667846995e-37,3.427304446326622e-41,7.470318837308076e-34,1.9288741857589837e-35,,,3.427304446326622e-41,3.427304446326622e-41
32,34,3.828803181390899e-38,2.0358188411180135e-42,4.865861343680913e-35,1.2564234869252638e-36,,,2.0358188411180135e-42,2.0358188411180135e-42
33,35,2.5776642421731252e-39,1.2092763916241002e-43,3.160721285655598e-36,8.161966739782935e-38,,,1.2092763916241002e-43,1.2092763916241002e-43
34,36,5.7263223861802764e-40,7.183101766247156e-45,2.0478010496034125e-37,1.056067560503113e-38,,,7.183101766247156e-45,7.183101766247156e-45
35,37,6.142750052481099e-40,4.266762449150812e-46,1.7850262601600256e-36,3.2587767433144206e-38,,,4.266762449150812e-46,4.266762449150812e-46
36,38,9.595030925591066e-43,2.5344568947955823e-47,8.53423047018121e-40,2.6979112560748454e-41,,,2.5344568947955823e-47,2.5344568947955823e-47
37,39,1.3476782549249267e-43,1.505467395508576e-48,5.490995124328375e-41,2.649318624035225e-42,,,1.505467395508576e-48,1.505467395508576e-48
38,40,7.495407060164312e-45,8.942476329320943e-50,3.525633530172962e-42,1.5751697572772605e-43,,,8.942476329320943e-50,8.942476329320943e-50
39,41,9.339922456007813e-46,5.311830939616641e-51,2.2592707378508942e-43,1.425946152144132e-44,,,5.311830939616641e-51,5.311830939616641e-51
40,42,3.083733157963973e-47,3.1552275781322853e-52,1.4450623682799328e-44,6.456154365514225e-46,,,3.1552275781322853e-52,3.1552275781322853e-52
41,43,1.0107917750109707e-46,1.8742051814105776e-53,1.4634848561159768e-43,3.77776269673019e-45,,,1.8742051814105776e-53,1.2780312409776384e-50
42,44,3.3142009101317333e-48,1.1132778777578833e-54,9.560933201346592e-45,1.7454631659101914e-46,,,1.1132778777578833e-54,1.1132778777578833e-54
