,N,average,min,max,std,5_percentile,95_percentile,25_percentile,75_percentile
0,2,0.35818233564296287,0.3280234711111111,0.9999999999999999,0.11855480816277215,,,0.3280234711111111,0.3280234711111111
1,3,0.22293947688803017,0.18786997602103703,0.9219995626877038,0.11854440062593866,,,0.18786997602103703,0.18786997602103703
2,4,0.1451771371665113,0.10759939759978193,0.9666730131510328,0.10856037104281555,,,0.10759939759978193,0.10759939759978193
3,5,0.0978685324801504,0.06162576165198177,0.8903231080791725,0.09513704259869987,,,0.06162576165198177,0.06162576165198177
4,6,0.06406272295157556,0.03529512789014502,0.4879239632506167,0.07261654524578012,,,0.03529512789014502,0.03529512789014502
5,7,0.046141290392755614,0.02021469624694906,0.6557799645970694,0.06457319968386925,,,0.02021469624694906,0.02021469624694906
6,8,0.029559747993439654,0.011577630363835958,0.5302712347903042,0.04463892893288032,,,0.011577630363835958,0.011577630363835958
7,9,0.021309351074761788,0.006630894830380981,0.41525838169484625,0.03675244626634491,,,0.006630894830380981,0.006630894830380981
8,10,0.014607169496670009,0.003797734499186867,0.31645083960053827,0.02787471733179263,,,0.003797734499186867,0.032129337811128006
9,11,0.010201032381293952,0.0021750891388342916,0.23560744968318587,0.0197791306064129,,,0.0021750891388342916,0.020024188102712625
10,12,0.007011180252640166,0.0012457460527816931,0.17194260642835485,0.015388741429576403,,,0.0012457460527816931,0.012397863085412873
11,13,0.005544964996029402,0.0007134802892965017,0.28133154010880546,0.01503167100692539,,,0.0007134802892965017,0.0076329352146039895
12,14,0.003819914395368011,0.0004086339443564164,0.4028509772748602,0.01229046068070008,,,0.0004086339443564164,0.004676482773517611
13,15,0.002510327315388618,0.00023403828106439823,0.15968878321762667,0.007800264375701584,,,0.00023403828106439823,0.002852973230444671
14,16,0.0019015018835064435,0.00013404152484161635,0.11741172365599867,0.006678365406956943,,,0.00013404152484161635,0.0017339896244061266
15,17,0.001368839305365272,7.677004932762172e-05,0.08512708199431458,0.004644413272925441,,,7.677004932762172e-05,0.00105038513306553
16,18,0.0010001845341207965,4.3968766251573216e-05,0.06094720988783265,0.0038185116729394456,,,4.3968766251573216e-05,0.0006343918616204463
17,19,0.0006411592002461504,2.51823780578177e-05,0.04314184292210811,0.0025889767037265074,,,2.51823780578177e-05,0.00038212375373917253
18,20,0.00043981245378423006,1.4422787326314123e-05,0.030224721835671438,0.0019053181589754392,,,1.4422787326314123e-05,0.00022961460195638567
19,21,0.00032737375115396607,8.260411061357642e-06,0.02097713956453998,0.0013046714310350222,,,8.260411061357642e-06,0.00013767031262544374
20,22,0.0003036222877743905,4.7310127618749e-06,0.04322201376610127,0.0017533157219633824,,,4.7310127618749e-06,8.237777535049522e-05
21,23,0.0001767701026000424,2.709608709151151e-06,0.030922081324251317,0.0009467373124460463,,,2.709608709151151e-06,4.920190192179738e-05
22,24,0.00012881434551540398,1.5518832280211691e-06,0.021920671876168137,0.0006552684073096952,,,1.5518832280211691e-06,2.9337294775140733e-05
23,25,0.00011774653589264876,8.888152541286576e-07,0.042542300827763495,0.0012184366216402812,,,8.888152541286576e-07,1.7465514601441445e-05
24,26,4.931283390555534e-05,5.090541232146198e-07,0.010746462356633927,0.000277703740821958,,,5.090541232146198e-07,1.0382843526979601e-05
25,27,6.232565107619905e-05,2.9155226483578657e-07,0.022317109463565504,0.0006465642817408979,,,2.9155226483578657e-07,6.164102441064284e-06
26,28,2.9941040928864512e-05,1.6698170048028282e-07,0.005116846654235704,0.00017557123974571795,,,1.6698170048028282e-07,3.6549575024343877e-06
27,29,2.894461315356464e-05,9.563598592174065e-08,0.011327572916627865,0.0002574985006096884,,,9.563598592174065e-08,2.164661708119464e-06
28,30,2.23784080092411e-05,5.477391700357826e-08,0.02232120904857519,0.0004159107495020155,,,5.477391700357826e-08,1.2806359845484502e-06
29,31,1.7207727605367402e-05,3.137084806518272e-08,0.005586305774778256,0.00019153154038534885,,,3.137084806518272e-08,7.568659851554445e-07
30,32,1.7507434679047117e-05,1.796713038186565e-08,0.011661919427395138,0.00030878037099018387,,,1.796713038186565e-08,4.468860962480119e-07
31,33,6.18822504713984e-06,1.029037447404052e-08,0.0007213430170361799,3.9742849213762157e-05,,,1.029037447404052e-08,3.287459136892015e-06
32,34,4.454131107970617e-06,5.893640473765473e-09,0.001846552423676385,4.3216083102873996e-05,,,5.893640473765473e-09,1.9954748866187143e-06
33,35,3.4607781525282927e-06,3.3754843540079454e-09,0.0012627669928112887,3.095104375198083e-05,,,3.3754843540079454e-09,1.2092647874534448e-06
34,36,2.47099774704844e-06,1.9332524056854837e-09,0.0008592370565361816,2.1211043891004936e-05,,,1.9332524056854837e-09,7.316858305493861e-07
35,37,1.8391916379511735e-06,1.1072380944829328e-09,0.0005818990019330261,1.7709865138528006e-05,,,1.1072380944829328e-09,4.420707139308377e-07
36,38,1.170014471348086e-06,6.341521646468584e-10,0.00039231488278777615,1.0078242641556733e-05,,,6.341521646468584e-10,2.667200695990508e-07
37,39,6.040776620869408e-07,3.63200083098744e-10,0.0002633747736879428,5.77948624964605e-06,,,3.63200083098744e-10,1.6071151284485363e-07
38,40,9.613557695099246e-07,2.080167942600873e-10,0.0006748152938192768,1.3928643664866852e-05,,,2.080167942600873e-10,9.671500666118333e-08
39,41,4.523283307719749e-07,1.19138151965894e-10,0.00011729309815411133,4.66118222913908e-06,,,1.19138151965894e-10,5.8132972652487796e-08
40,42,4.716705037635308e-07,6.823439090259969e-11,0.0003145639733890093,6.940446291359253e-06,,,6.823439090259969e-11,3.4902565095365e-08
41,43,2.1115287930810789e-07,3.908011014961559e-11,5.1476081720462747e-05,1.9032173805058362e-06,,,3.908011014961559e-11,2.0932494902738063e-08
42,44,1.275582469426342e-07,2.2382481753023168e-11,3.3928736990420295e-05,1.2232758922838916e-06,,,2.2382481753023168e-11,1.2541071260349613e-08
