,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,10,50,60000,50,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",,0.5773533333333333,0.010953485042117924
