,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,3,50,60000,30,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",divide,0.5013222222222222,0.04665707926207438
