,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,3,50,60000,30,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",divide,0.5752888888888888,0.006777213091230815
