,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,5,50,60000,30,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
)",,0.5459022222222222,0.0028197049140768434
