,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,3,50,40000,40,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",,0.8168055555555555,0.046233321984564264
