,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,5,50,60000,50,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",,0.5830977777777779,0.0027038646324505935
