,n,resolution,training samples,epochs,learning rate,transforms,filters,mean accuracy,std accuracy
0,10,50,40000,40,0.001,"Sequential(
  (0): RandomVerticalFlip(p=0.5)
  (1): RandomRoll()
)",,0.7376333333333334,0.018041241334478323
